pro_com_t,mail
074015,info.ragioneria@sanpancraziosalentino.gov.it
074017,segreteriaamministrativa@comune.sanvitodeinormanni.br.it
074018,protocollo@comune.torchiarolo.br.it
074019,protocollo@comune.torresantasusanna.br.it
074020,p.ciraci@comune.villacastelli.br.it
075005,segreteria@comune.andrano.le.it
075006,segreteria@comune.aradeo.le.it
075008,segreteria@comune.bagnolodelsalento.le.it
075010,urp@comune.calimera.le.it
075011,protocollo@comune.campi-salentina.le.it
075015,amm@comune.carpignanosalentino.le.it
075016,servizinterni@comune.casarano.le.it
075018,segreteria@comune.castrignanodeigreci.le.it
075019,segreteria@comune.castrignanodelcapo.le.it
075022,info@comune.copertino.le.it
075023,responsabile.direzione@comune.corigliano.le.it
075024,segreteria@comune.corsano.le.it
075025,benvenutobisconti@libero.it
075027,segreteria@comunediso.it
075029,protocollo@comune.galatina.le.it
075030,sindaco@comune.galatone.le.it
075031,ced@comune.gallipoli.le.it
075032,segreteria@comune.giuggianello.le.it
075033,protocollo@comune.giurdignano.le.it
075034,personale@comune.guagnano.le.it
075035,sindaco@comune.lecce.it
075038,ufficio.ragioneria@comune.lizzanello.le.it
075040,affarigenerali@comune.martano.le.it
075041,segreteria@comune.martignano.le.it
075042,comunematino@comune.matino.le.it
075044,affarigenerali@comune.melissano.le.it
075045,ragioneria@comune.melpignano.le.it
075046,ufficioprotocollo@comune.miggiano.le.it
075047,polizia@comune.minervino.le.it
075048,cig@comune.monteroni.le.it
075050,sindaco@comune.morcianodileuca.le.it
075051,info@comune.muroleccese.le.it
075052,municipio@comune.nardo.le.it
075055,protocollo@comune.novoli.le.it
075061,affarigenerali@comune.poggiardo.le.it
075063,ragioneria@comune.racale.le.it
075064,segreteria@comune.ruffano.le.it
075065,sindaco@comune.salicesalentino.le.it
075066,affarigenerali@comune.salve.le.it
075068,protocollo@comune.sancesariodilecce.le.it
075071,ufficio.segreteria@comune.sanpietroinlama.le.it
075072,ufficiofinanziario@comune.santacesareaterme.le.it
075073,settoresegreteria@comune.scorrano.le.it
075074,info@comune.secli.le.it
075075,affarigenerali@comune.soglianocavour.le.it
075076,segreteria@comune.soleto.le.it
075077,protocollo@comune.specchia.le.it
075078,info@comune.spongano.le.it
075079,info@comune.squinzano.le.it
075081,ragioneria.tributi@comune.supersano.le.it
075082,sindaco@comune.surano.le.it
075087,protocollo@comune.trepuzzi.le.it
075090,ufficiosegreteria@comune.ugento.le.it
075093,protocollo@comune.vernole.le.it
075094,protocollo@comune.zollino.le.it
075096,ragioneria@comunedicastro.it
076002,tributi@comune.acerenza.pz.it
076003,vito.damico@comune.albanodilucania.pz.it
076006,guidotti.studioenti@gmail.com
076009,rosa.quaglianonicolo@comune.banzi.pz.it
076011,segreteria@comune.barile.pz.it
076014,comunebrindisimontagna@rete.basilicata.it
076016,comunedicalvera@gmail.com
076017,comunecampomaggiore@rete.basilicata.it
076019,affarigenerali@comune.carbone.pz.it
076020,protocollo@comune.sanpaoloalbanese.pz.it
076021,segreteria@comune.castelgrande.pz.it
076024,comune.castelmezzano.pz@egalmail.it
076026,uff_ragioneria@tiscali.it
076027,comunecersosimo@rete.basilicata.it
076028,comunechiaromonte@rete.basilicata.it
076029,comunecorleto@comune.corletoperticara.pz.it
076031,comunefardella@rete.basilicata.it
076032,amministrativo@filiano.com
076035,comunegallicchio@rete.basilicata.it
076036,comunegenzano@rete.basilicata.it
076038,comuneguardia@rete.basilicata.it
076039,ufficio.protocollo@comune.lagonegro.pz.it
076041,comunelaurenzana@rete.basilicata.it
076042,protocollo@comune.lauria.pz.it
076043,informatica@comune.lavello.pz.it
076045,comunemarsiconuovo@rete.basilicata.it
076047,info@comune.maschito.pz.it
076051,comunedimontemilone@tiscali.it
076052,carmela.delorenzo@libero.it
076054,comunenemoli@rete.basilicata.it
076055,comunenoepoli@rete.basilicata.it
076062,comunepignola@tiscali.it
076066,sindaco@comune.rioneroinvulture.pz.it
076067,comunediripacandida@yahoo.it
076070,ced@comune.rotonda.pz.it
076071,protocollo@comune.ruoti.pz.it
076074,protocollo@comune.sanchiricoraparo.pz.it
076079,info@comune.santangelolefratte.pz.it
076080,protocollo.santarcangelo@rete.basilicata.it
076081,comune.sarconi@rete.basilicata.it
076082,ragioneria@comune.sassodicastalda.pz.it
076083,comunesatriano@rete.basilicata.it
076085,comune.senise@comune.senise.pz.it
076086,salvatore.iannibelli@rete.basilicata.it
076087,ufficioragioneria@comune.teana.pz.it
076090,comunetolve@rete.basilicata.it
076091,posta@comune.tramutola.pz.it
076092,comune@comune.trecchina.pz.it
076094,ragioneria.vaglio@libero.it
076095,protocollo@comune.venosa.pz.it
076096,comune@comune.vietridipotenza.pz.it
076098,comuneviggiano@rete.basilicata.it
076099,donato.petagine@comune.ginestra.pz.it
077002,ragioneria@comune.aliano.mt.it
077004,info@comune.calciano.mt.it
077005,comunecirigliano@rete.basilicata.it
077006,comunecolobraro@rete.basilicata.it
077007,ufficioragioneria@comune.craco.mt.it
077008,ufficio.ragioneria@comune.ferrandina.mt.it
077009,comunegaraguso@rete.basilicata.it
077010,vigaglia@gmail.com
077011,comunegrassano@rete.basilicata.it
077013,comune.irsina@comune.irsina.mt.it
077017,sfin.montescaglioso@gmail.com
077018,comunenovasiri@rete.basilicata.it
077021,posta@policoro.basilicata.it
077023,finanziaria@comune.rotondella.mt.it
077024,area.amministrativa@comune.salandra.mt.it
077026,domdeu@libero.it
077028,anna.piscinne@comune.tricarico.mt.it
077029,mimmagulfo@gmail.com
077030,comune.valsinni@libero.it
078002,comune.acquappesa@libero.it
078003,segreteria@comuneacri.gov.it
078004,ur.aiellocal@libero.it
078006,comune.albidona@libero.it
078007,alessandria.carretto@libero.it
078008,ernestopatella@libero.it
078009,areaamministrativa@comune.altomonte.cs.it
078010,sindaco@comune.amantea.cs.it
078011,segretario@comune.amendolara.cs.it
078013,fedele.vena@alice.it
078016,anagrafe@comune.bianchi.cs.it
078017,personale@comune.bisignano.cs.it
078018,sindacobocchigliero@libero.it
078020,finanziario.buonvicino@tiscali.it
078024,comunedicanna@virgilio.it
078027,comunecarpanzano@libero.it
078029,sindaco@comune.cassanoalloionio.cs.it
078030,castiglionecosentino@libero.it
078032,info@comune.castroregio.cs.it
078035,comune.cellara@tiscali.it
078036,protocollo@comune.cerchiara.cs.it
078037,ragioneriacerisano@alice.it
078041,ragioneria@comune.civita.cs.it
078042,comunedicleto@libero.it
078043,ragioneria@comune.colosimi.cs.it
078045,comuneserra@libero.it
078046,comunecropalati@libero.it
078048,ufficioprotocollo@comune-diamante.it
078049,segreteria@comune.dipignano.cs.it
078050,info@comune.domanico.cs.it
078051,ufficio.ragioneria@comune.fagnanocastello.cs.it
078052,ufficiosegreteria@comunefalconaraalbanese.it
078053,figlinevg@gmail.com
078054,ufficio.ragioneria@comune.firmo.cs.it
078055,anagrafe@comune.fiumefreddobruzi.cs.it
078056,comunefrancavilla@libero.it
078057,info@comune.frascineto.cs.it
078058,f.sansone@comune.fuscaldo.cs.it
078059,ernestopatella@libero.it
078060,comunegrisolia@libero.it
078063,finanze.tributi@comune.lainoborgo.cs.it
078064,sindaco@comune.lainocastello.cs.it
078065,info@comune.lappano.cs.it
078068,affarigenerali@comunelongobucco.eu
078069,comune.lungro@gmail.com
078072,protocollo@comune.malito.cs.it
078075,amministrazione@comune.mangone.cs.it
078076,sindaco@comune.maranomarchesato.cs.it
078078,marzi2@libero.it
078079,info@comune.mendicino.cs.it
078082,sindaco@comune.montegiordano.cs.it
078083,info@comunemoranocalabro.it
078084,affarigenerali@comune.mormanno.cs.it
078085,segr.mottafollone@tiscali.it
078086,info@comune.nocara.cs.it
078087,info@comune.oriolo.cs.it
078088,protocollo.orsomarso@tiscali.it
078089,affarigenerali@comune.paludi.cs.it
078090,info@comune.panettieri.cs.it
078091,info@comune.paola.cs.it
078092,papasiderocomune@libero.it
078093,finanziario@comune.parenti.cs.it
078094,protocollo@comunedipaternocalabro.it
078096,comunedipedivigliano@tiscali.it
078097,ragioneria@comune.pianecrati.cs.it
078098,ufficioragioneria@comune.pietrafitta.cs.it
078099,protocollo.pietrapaola@virgilio.it
078103,protocollo@comune.roccaimperiale.cs.it
078104,ced@comune.roggianogravina.cs.it
078105,amministrativo@comune.rogliano.cs.it
078109,com.rotagreca@libero.it
078110,utc@comune.rovito.cs.it
078111,comunesanbasile@tiscali.it
078113,urp@comune.sancosmoalbanese.cs.it
078114,p.lamirata@comune.sandemetriocorone.cs.it
078115,municipio@comune.sandonatodininea.cs.it
078116,ragsanfili@libero.it
078118,tributi@comune.sangiorgioalbanese.cs.it
078120,sindaco@comune.sanlorenzobellizzi.cs.it
078121,comune@sanlorenzodelvallo.eu
078122,ragioneria1947@libero.it
078123,mail@comune.sanmarcoargentano.cs.it
078125,areatecnica@comune.sannicolaarcella.cs.it
078126,sindaco@comune.sanpietroinamantea.cs.it
078127,affarigenerali@comune.sanpietroinguarano.cs.it
078128,comunedisansosti@tiscali.it
078129,comunesantacaterinaa@libero.it
078134,santostefanodir@libero.it
078135,info@comune.sanvincenzolacosta.cs.it
078137,scalacoe@libero.it
078139,municipio@sciglianocomune.it
078142,protocollo@comune.spezzano-albanese.cs.it
078143,urpspezzanosila@libero.it
078145,segretario@comune.tarsia.cs.it
078146,demog@comune.terranova-da-sibari.cs.it
078150,protocollo@comune.trebisacce.cs.it
078152,sindaco@comune.vaccarizzoalbanese.cs.it
078153,comune.verbicaro.cs@libero.it
078154,ufficio.finanziario@comune.villapiana.cs.it
078155,segretario@comune.zumpano.cs.it
078156,comunecasalidelmanco@comune.casalidelmanco.cs.it
079003,protocollo@comunediamaroni.it
079005,protocollo@comunediandali.it
079007,info@comuneargusto.it
079008,comunebadolato@alice.it
079009,amelia.brescia@tiscali.it
079011,ragioneria@comune.borgia.cz.it
079012,ragioneriabotricello@libero.it
079017,utcaraffa@libero.it
079025,elettoralecentrache@libero.it
079030,protocollo@comune.cicala.cz.it
079036,protocollo@comune.cropani.cz.it
079043,amministrativo@comune.decollatura.cz.it
079047,info@comune.falerna.cz.it
079048,ragioneria@comune.feroletoantico.cz.it
079056,areatecnica.gasperina@virgilio.it
079060,ragioneria@comune.gizzeria.cz.it
079061,comunediguardavalle@libero.it
079065,ragioneria@comune.jacurso.cz.it
079073,comunedimartirano@libero.it
079081,ragioneria@comune.montepaone.cz.it
079083,comunemottslucia@tiscali.it
079092,protocollo@comunedipentone.it
079094,comune.petrizzi@libero.it
079108,protocollo@comune.sanfloro.cz.it
079117,scaterina@libero.it
079118,urp@comunesantandrea.it
079133,info@simericrichi.net
079134,tecnico@comune.sorbosanbasile.cz.it
079138,protocollo@soveria.it
079147,protocollo@comune.tiriolo.cz.it
079148,comune@comunetorrediruggiero.it
079151,ema.mercurio@libero.it
079157,gallellido@tiscali.it
079160,protocollo@comune.lamezia-terme.cz.it
080001,protocollo@comune.africo.rc.it
080002,anagrafe.agnana@tiscali.it
080004,ragioneriaantonimina@tiscali.it
080005,segreteriaardore@libero.it
080009,ufficio.ragioneria@comune.bianco.rc.it
080010,comunebivongi.franca@gmail.com
080011,info@comunedibova.it
080013,protocollo@comune.bovamarina.rc.it
080014,comunedibrancaleone@virgilio.it
080016,ragioneria@comune.calanna.rc.it
080017,comune.camini2@libero.it
080018,segretario@comune.campocalabro.rc.it
080019,sindaco@comune.candidoni.rc.it
080021,ragioneriacaraffa@tiscali.it
080022,finanziario@comune.cardeto.rc.it
080023,comune.careri@tin.it
080026,ragioneriacimina@tiscali.it
080028,servizioinformatico@comune.cittanova.rc.it
080031,info@comune.delianuova.rc.it
080033,comune.ferruzzano@gmail.com
080035,info@comune.galatro.rc.it
080036,amm.gerace@libero.it
080040,comune.grotteria@tiscali.it
080041,amministrativo@comune.laganadi.rc.it
080042,alfredo.cutelle@comune.laureanadiborrello.rc.it
080043,servizisocialilocri@libero.it
080045,protocollo@comune.marinadigioiosaionica.rc.it
080050,settorefinanze@comune.melitodiportosalvo.rc.it
080052,ragioneria@comune.monasterace.rc.it
080053,ragioneria@montebellojonico.it
080056,anagrafe@comunedipalizzi.it
080058,compaz@libero.it
080059,comunediplacanica@virgilio.it
080061,antonio.galata@comune.polistena.rc.it
080062,ragioneria@comune.portigliola.rc.it
080065,segreteriagen@comune.rizziconi.rc.it
080066,ragioneriaroccafortegreco@gmail.com
080067,protocollo@roccella.it
080068,uf.finanziarioroghudi@virgilio.it
080070,protocollo@comune.samo.rc.it
080073,ufftecnicosanlorenzo@libero.it
080074,servizioamministrativo@comune.sanluca.rc.it
080078,comunes.cristina@libero.it
080079,areatecnicasantagata@libero.it
080080,comunesantalessio@libero.it
080081,area.amministrativa@seufemia.it
080083,comune@comune.santostefanoinaspromonte.rc.it
080090,comunestaiti@tiscali.it
080091,info@comunestignano.it
080092,servizio.finanziario@comune.stilo.rc.it
080093,gov@comune.taurianova.rc.it
080094,anagrafe@comune.terranovasappominulio.rc.it
080096,contenuti@comune.villasangiovanni.rc.it
081002,mbica@comunebusetopalizzolo.gov.it
081007,sindaco@comune.custonaci.trapani.it
081008,sindaco@comune.erice.tp.it
081010,protocollo@comune.gibellina.tp.it
081016,ced@comune.poggioreale.tp.it
081017,info@comune.salaparuta.tp.it
081018,protocollo@cittadisalemi.it
081019,v.morreale@comune.santaninfa.tp.it
081023,protocollo@comune.vita.tp.it
081024,francesco.pellegrino@comune.petrosino.tp.it
081025,protocollo@comune.misiliscemi.tp.it
082001,comunedialia@libero.it
082003,settorecontabile@comunedialiminusa.it
082004,protocollo@altavillamilicia.eu
082005,protocollo@comune.altofonte.pa.it
082010,protocollo@comune.bisacquino.pa.it
082011,info@comune.bolognetta.pa.it
082013,ufficio.protocollo@comune.borgetto.pa.it
082014,segreteria@comune.caccamo.pa.it
082015,aagg@comune.caltavuturo.pa.it
082016,posta@comune.campofelicedifitalia.pa.it
082017,urp.comunedicampofelice@gmail.com
082020,comunedicapaci@iol.it
082022,info@comune.castelbuono.pa.it
082024,info@comune.castellana-sicula.pa.it
082026,ragioneria@comune.cefaladiana.pa.it
082027,info@comune.cefalu.pa.it
082030,protocollo@comuneciminna.gov.it
082031,protocollo.informatico@comune.cinisi.pa.it
082035,protocollo@comune.ficarazzi.pa.it
082036,iuppa@comune.gangi.pa.it
082037,info@comune.geracisiculo.pa.it
082039,comunedigiuliana@alice.it
082040,protocollogodrano@comune.godrano.pa.it
082041,ragioneria@comune.gratteri.pa.it
082044,comune@lascari.gov.it
082045,suap@comune.lercarafriddi.pa.it
082046,affarigenerali@comune.marineo.pa.it
082048,sindaco@comune.misilmeri.pa.it
082050,comune@montelepre.gov.it
082051,info@comune.montemaggiorebelsito.pa.it
082052,protocollo@comune.palazzoadriano.pa.it
082054,info@comune.partinico.pa.it
082055,protocollo@comune.petraliasoprana.pa.it
082056,protocollo@comune.petraliasottana.pa.it
082057,info@pianalbanesi.it
082058,responsabilefinanziario@comune.polizzi.pa.it
082060,sito@comune.prizzi.pa.it
082061,protocollo@comunediroccamena.it
082062,statocivile@comune.roccapalumba.pa.it
082063,protocollo@comune.sancipirello.pa.it
082065,comune@comune.sanmaurocastelverde.pa.it
082068,info@comune.sciara.pa.it
082069,info@comune.sclafani-bagni.pa.it
082070,protocollo@comune.termini-imerese.pa.it
082071,urp@comune.terrasini.pa.it
082072,albopretoriotorretta@libero.it
082075,urp@comune.ustica.pa.it
082076,protocollo@comune.valledolmo.pa.it
082077,info@comunediventimigliadisicilia.it
082078,info@comune.vicari.pa.it
082079,protocollo@comune.villabate.pa.it
082081,protocollo@comunescillato.pa.it
082082,info@comune.blufi.pa.it
083002,affari.generali@comune.ali.me.it
083003,segreteria@comune.aliterme.me.it
083006,urp@comune.basico.me.it
083008,segreteria@comunecapizzi.me.it
083009,protocollo@comune.capodorlando.me.it
083011,s.masetta@tiscali.it
083012,segreteria.casalvecchio@virgilio.it
083013,amministrativo.casteldilucio@postacertificata.or
083014,info@comune.castellumberto.me.it
083016,segreteria@castroreale.it
083018,ufficioragioneria@comune.condro.me.it
083019,info@comune.falcone.me.it
083020,protocollocomune@ficarra.it
083023,info@comune.fondachellifantina.me.it
083024,info@comune.forzadagro.me.it
083025,info@comune.francavilladisicilia.me.it
083026,uffragioneria@comunefrazzano.it
083029,protocollo@comunegaggi.it
083030,info@comune.galatimamertino.me.it
083033,ufficiourp@comunegioiosamarea.it
083034,areaamministrativa@comunegraniti.gov.it
083035,info@comune.gualtieri.me.it
083036,areafinanziaria@comuneitala.it
083037,comuneleniragioneria@tiscali.it
083038,sindaco@comune.letojanni.me.it
083039,protocollo@comune.librizzi.me.it
083040,info@comune.limina.me.it
083041,urp@comunelipari.it
083042,segreteria@comunelongi.it
083044,protocollo@comune.malvagna.me.it
083045,areatecnica@comunedimandanici.it
083046,fran.amico@tiscali.it
083050,info@intradata.it
083051,comunemirto@comune.mirto.me.it
083053,servizisociali@comune.moioalcantara.me.it
083055,segreteria@comune.mongiuffimelia.me.it
083056,protocollo@comunedimontagnareale.it
083061,economatonizza@virgilio.it
083062,ufficiotecniconovara@tiscali.it
083064,segreteria@comune.pacedelmela.me.it
083065,segreteria@comune.pagliara.me.it
083069,comuneraccuija@virgilio.it
083070,info@intradata.it
083073,protocollo@comune.roccavaldina.me.it
083075,comunerodimilici@virgilio.it
083079,sandro.lunghitano@comune.sanmarcodalunzio.me.it
083081,protocollo@comune.sanpieropatti.me.it
083082,ragioneria@comune.sansalvatoredifitalia.me.it
083083,castagnolo.giovanna@comunesdv.it
083084,segreteria@comune.santagatadimilitello.me.it
083085,segreteria@comunesantalessiosiculo.me.it
083086,comune@comune.santaluciadelmela.me.it
083087,protocollo@comune.santa-marina-salina.me.it
083090,comune@comune.santeodoro.me.it
083092,area.amministrativa@comune.saponara.me.it
083094,info@comunescalettazanclea.it
083095,ragioneria@comunedisinagra.it
083096,protocollo@comune.spadafora.me.it
083097,sindaco@comune.taormina.me.it
083098,affarigenerali@torregrotta.gov.it
083099,protocollo@tortorici.gov.it
083100,protocollo@comune.tripi.me.it
083102,info@comune.ucria.me.it
083103,ufficioragioniere@comune.valdina.me.it
083106,protocollo@comune.termevigliatore.me.it
083108,info@comune.torrenova.me.it
084002,protocollo@comune.alessandriadellarocca.ag.it
084004,bivona.comune@tiscali.it
084005,comunediburgio@alice.it
084006,ragioneriacalamonaci@libero.it
084007,comunecaltabellotta@tiscali.it
084009,finanze@comune.cammarata.ag.it
084012,protocollo@comune.casteltermini.ag.it
084013,info@comune.castrofilippo.ag.it
084015,comunedicianciana@libero.it
084016,anagrafe.comitini@virgilio.it
084018,info@comunedigrotte.org
084019,segreteria@comune.joppologiancaxio.ag.it
084022,sindacoluccas@libero.it
084023,ced@comune.menfi.ag.it
084024,comunemontallegro@gmail.com
084027,info@comune.palmadimontechiaro.ag.it
084028,segreteria@comune.portoempedocle.ag.it
084029,sindaco.maniglia@comune.racalmuto.ag.it
084030,info@comune.raffadali.ag.it
084031,info@comune.ravanusa.ag.it
084032,comunedirealmonteaagg@virgilio.it
084033,sportellounico@comunediribera.ag.it
084034,comune@comune.sambucadisicilia.ag.it
084036,ragioneria@comune.sangiovannigemini.ag.it
084039,info@santangelomuxaro.gov.it
084042,ragioneria@comune.siculiana.ag.it
084043,villafrancasicula@virgilio.it
085002,ragbompensiere@tiscali.it
085006,ssegre@alice.it
085010,protocollo@comune.milena.cl.it
085013,segretariogenerale@comune.niscemi.cl.it
085014,protocollo@comune.resuttano.cl.it
085017,info@comune.santacaterinavillarmosa.cl.it
085019,ced@comune.sommatino.cl.it
085020,segreteria@comune.sutera.cl.it
085021,info@comune.vallelunga.cl.it
085022,protocollo@comune.villalba.cl.it
086001,sindaco@comuneagira.gov.it
086003,info@comune.assoro.en.it
086004,protocollo@comune.barrafranca.en.it
086006,ced@comunecatenanuova.gov.it
086009,protocollo@comune.enna.it
086010,grippaldi.c@comunegaglianocastelferrato.en.it
086012,protocollo@comune.nicosia.en.it
086014,info@comunepiazzaarmerina.it
086016,segreteria@comune.regalbuto.en.it
086018,info@comune.troina.en.it
086019,segretario@comune.valguarnera.en.it
087010,protocollo@comune.calatabiano.ct.it
087011,ufficiodigabinetto@comune.caltagirone.ct.it
087014,servizisociali@comune.castiglionedisicilia.ct.it
087016,info@comune.fiumefreddodisicilia.ct.gov.it
087017,ufficio.protocollo@comune.giarre.ct.it
087021,info@comune.linguaglossa.ct.it
087022,protocollo@comune.maletto.ct.it
087023,urp@comune.mascali.ct.it
087025,segreteria@comunemilitello.it
087026,segretario@comune.milo.ct.it
087027,protocollo@comune.mineo.ct.it
087030,gab.sindaco@comune.mottasantanastasia.ct.it
087033,info@comune.paterno.ct.it
087035,protocollo.generale@piedimonte-etneo.pec.it
087036,gcarastro@alice.it
087037,urp@comune.ramacca.ct.it
087042,segreteria@comune.sangregoriodicatania.ct.it
087046,protocollo@comunesantalfio.ct.it
087048,protocollo@comune.santavenerina.ct.it
087049,urp@comune.scordia.ct.it
087051,gabsindaco@comune.tremestieri.ct.it
087052,info@comunevalverde.gov.it
087055,segreteria@comunezafferanaetnea.it
087056,info@comune.mazzarrone.ct.it
087057,maniaceced@katamail.com
087058,natale.belvedere@tiscali.it
088001,protocollo@comune.acate.rg.it
088002,attiinternet@comune.chiaramonte-gulfi.gov.it
088005,protocollo@comune.ispica.rg.it
088009,info@comune.ragusa.gov.it
088010,sindaco@comune.santa-croce-camerina.rg.it
089004,sal.cantone@tiscali.it
089005,info@comune.canicattinibagni.sr.it
089007,info@comune.cassaro.sr.it
089012,direttoreservizifinanziari@comune.melilli.sr.it
089016,comune.rosolini@gmail.com
089017,francesco.italia@comune.siracusa.it
089018,sindaco@comune-solarino.gov.it
089021,marioprivitera@comune.priologargallo.sr.it
090001,protocollo@comuneaggius.it
090002,finanziario@comune.aladeisardi.ot.it
090004,finanze@comune.anela.ss.it
090005,protocollo@comune.ardara.ss.it
090007,comunebanari@tiscali.it
090008,protocollo@comune.benetutti.ss.it
090009,ufficioprotocollo@comune.berchidda.ot.it
090010,protocollo@comune.bessude.ss.it
090012,protocollo.bono@gmail.com
090014,info@comunebortigiadas.it
090015,demografici@comune.borutta.ss.it
090017,protocollo@comunebudduso.ss.it
090018,protocollo@comune.bultei.ss.it
090019,amministrativo@comune.bulzi.ss.it
090021,protocollo@comune.calangianus.ot.it
090022,protocollo@comune.cargeghe.ss.it
090023,protocollo@comune.castelsardo.ss.it
090024,protocollo@comune.cheremule.ss.it
090025,ufftecnico@comune.chiaramonti.ss.it
090027,protocollo@comune.cossoine.ss.it
090028,comune.esporlatu@tiscali.it
090029,finanza@comune.florinas.ss.it
090032,amministrativo@comune.ittireddu.ss.it
090034,amministrativo@comunelaerru.ss.it
090036,protocollo@comuneluogosanto.it
090037,comune.luras@tiscali.it
090038,protocollo@comune.mara.ss.it
090040,finanze@comune.monteleoneroccadoria.ss.it
090042,protocollo@comune.mores.ss.it
090043,protocollo@comune.muros.ss.it
090044,ragioneria@comunenughedusn.it
090048,protocollo@comune.olmedo.ss.it
090049,segretariocomunale@comune.oschiri.ss.it
090052,protocollo@comune.ozieri.ss.it
090054,info@palau.it
090055,segreteria@comune.pattada.ss.it
090056,segreteria@comuneperfugas.it
090057,protocollo@comune.ploaghe.ss.it
090059,amministrativo@comune.pozzomaggiore.ss.it
090061,amministrativo@comune.romana.ss.it
090062,protocollo@comune.aglientu.ot.it
090067,ced@comune.sennori.ss.it
090069,protocollo@comune.sorso.ss.it
090071,protocollo@comune.thiesi.ss.it
090072,protocollo@comune.tissi.ss.it
090073,amministrativo@comune.torralba.ss.it
090075,protocollo@comune.tula.ss.it
090076,protocollo@comune.uri.ss.it
090079,protocollo@comune.valledoria.ss.it
090080,affari.generali@comune.telti.ot.it
090081,protocollo@comunebadesi.ot.it
090082,ediliziaprivata@viddalba.gov.it
090083,francesco.chighini@comune.golfoaranci.ss.it
090087,ragioneria@comunesmcoghinas.it
090088,comunedierula@libero.it
090091,protocollo@comune.budoni.ot.it
090092,sindaco@comunesanteodoro.gov.it
091001,artzo.anagrafe@tiscali.it
091002,resp.amministrativo@comunediarzana.it
091004,austis.comune@gmail.com
091005,protocollo@comunedibarisardo.it
091006,info@comunedibaunei.it
091008,ragioneriabirori@virgilio.it
091009,info@comune.bitti.nu.it
091011,info@comune.borore.nu.it
091012,finanziario@comune.bortigali.nu.it
091016,comuedesulo@tiscali.it
091017,protocollo@comune.dorgali.nu.it
091018,protocollo@comune.dualchi.nu.it
091019,comunedielini@tiscali.it
091025,info@comune.gadoni.nu.it
091026,finanze@comune.gairo.og.it
091027,segreteria@comune.galtelli.nu.it
091031,protocollo@comune.girasole.og.it
091033,ragioneria@comune.irgoli.nu.it
091040,info@comune.loculi.nu.it
091041,info@comune.lode.nu.it
091042,finanziariolotzorai@tiscali.it
091043,finanze@comune.lula.nu.it
091044,info@comune.macomer.nu.it
091046,info@comune.mamoiada.nu.it
091047,amministrativo@comunemeanasardo.it
091050,info@comune.noragugume.nu.it
091055,info@comune.oliena.nu.it
091056,ufficiotecnico@comune.ollolai.nu.it
091057,info@comune.olzai.nu.it
091059,area.amministrativa@comune.onifai.nu.it
091061,segreteria@comune.orani.nu.it
091063,ragioneria.farris@comuneorosei.it
091064,affarigenerali@comune.orotelli.nu.it
091066,protocollo@comune.ortueri.nu.it
091070,info@comune.ottana.nu.it
091071,ragioneria@comune.ovodda.nu.it
091072,personale@comunediperdasdefogu.com
091073,info@comune.posada.nu.it
091077,sindaco@comunesarule.nu.it
091083,danisociale@comune.silanus.nu.it
091085,affari.generali@comune.siniscola.nu.it
091086,comunesorgono@comune.sorgono.nu.it
091088,protocollotalana@tiscali.it
091089,protocollo@comunetertenia.it
091090,info@comune.teti.nu.it
091091,tidu.julia@tiscali.it
091095,protocollo@comuneditortoli.it
091097,info@comunetriei.it
091098,aagg@comunediulassai.it
091099,protocollo@comuneurzulei.it
091101,info@comune.villagrandestrisaili.og.it
091104,aagg@comunelodine.it
092009,urp@comune.cagliari.it
092011,protocollo@comune.capoterra.ca.it
093001,segreteria@comune.andreis.pn.it
093002,affari.generali@com-arba.regione.fvg.it
093005,tributi@comune.azzanodecimo.pn.it
093006,ragioneria@comune.barcis.pn.it
093007,segreteria@comune.brugnera.pn.it
093008,protocollo@com-budoia.regione.fvg.it
093011,protocollo@comune.castelnovo-del-friuli.pn.it
093012,anagrafe@comune.cavassonuovo.pn.it
093014,ragioneria@comune.cimolais.pn.it
093015,lavori.pubblici@comune.claut.pn.it
093016,protocollo@comune.clauzetto.pn.it
093018,personale@com-cordovado.regione.fvg.it
093019,tecnico@comune.ertoecasso.pn.it
093020,tributi@comune.fanna.pn.it
093025,protocollo@maniago.it
093029,protocollo@comune.pasiano.pn.it
093032,urp@comune.porcia.pn.it
093033,urp@comune.pordenone.it
093034,segreteria@comune.prata.pn.it
093035,segreteria@comune.pravisdomini.pn.it
093036,protocollo@comune.roveredo.pn.it
093040,segreteria@comune.sanquirino.pn.it
093041,affari.generali@com-san-vito-al-tagliamento.regione.fvg.it
093042,segreteria@comune.sequals.pn.it
093043,affarigenerali@com-sesto-al-reghena.regione.fvg.it
093044,protocollo@comune.spilimbergo.pn.it
093045,segreteria@comune.tramontidisopra.pn.it
093047,protocollo@comune.travesio.pn.it
093053,protocollo@valvasonearzene.it
094001,acquavivadisernia@libero.it
094003,bagnolideltrigno.ragion@virgilio.it
094005,amministrazione@comune.cantalupo.is.it
094007,comune@carovilli.info
094008,comune@comune.carpinone.is.it
094009,info@comune.casteldelgiudice.is.it
094011,castelpizzuto@virgilio.it
094012,sanvincenzo@email.it
094013,comune_castelverrino@libero.it
094014,cerroalvolturno@tiscali.it
094015,comune@comune.chiauci.is.it
094016,info@comune.civitanovadelsannio.is.it
094017,colliavolturno@libero.it
094018,comuneconca@virgilio.it
