comune,pro_com_t,lat,long,den_prov,sigla,den_reg,cod_reg,cap,cf,pec,mail,sito_web,wikipedia,stemma
Noto,089013,36.890886,15.070645,Siracusa,SR,Sicilia,19,96017,1342050893,aspecon@aspecon.ticertifica.it,,,https://it.wikipedia.org/wiki/Noto,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/089013.png
Pachino,089014,36.715209,15.091477,Siracusa,SR,Sicilia,19,96018,174260893,protocollo.comune.pachino@pec.it,,http://comune.pachino.sr.it,https://it.wikipedia.org/wiki/Pachino,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/089014.png
Palazzolo Acreide,089015,37.061913,14.90391,Siracusa,SR,Sicilia,19,96010,85210896,protocollo@pec.comune.palazzoloacreide.gov.it,,http://comune.palazzoloacreide.gov.it,https://it.wikipedia.org/wiki/Palazzolo_Acreide,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/089015.png
Rosolini,089016,36.820499,14.952628,Siracusa,SR,Sicilia,19,96019,56590896,protocollo@pec.comune.rosolini.sr.it,comune.rosolini@gmail.com,http://comune.rosolini.sr.it,https://it.wikipedia.org/wiki/Rosolini,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/089016.png
Siracusa,089017,37.064614,15.29072,Siracusa,SR,Sicilia,19,96100,80001010893,protocollo@comune.siracusa.legalmail.it,francesco.italia@comune.siracusa.it,http://comune.siracusa.it,https://it.wikipedia.org/wiki/Siracusa,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/089017.png
Solarino,089018,37.101214,15.119039,Siracusa,SR,Sicilia,19,96010,80000970899,comune@solarino-pec.it,sindaco@comune-solarino.gov.it,http://comune-solarino.gov.it,https://it.wikipedia.org/wiki/Solarino,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/089018.png
Sortino,089019,37.156854,15.027716,Siracusa,SR,Sicilia,19,96010,80002250894,protocollo@pec.comunesortino.gov.it,,http://comunesortino.gov.it,https://it.wikipedia.org/wiki/Sortino,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/089019.png
Portopalo di Capo Passero,089020,36.683845,15.13329,Siracusa,SR,Sicilia,19,96010,196880892,COMUNECP.AREAECONOFIN@PEC.IT,,http://comune.portopalo.sr.it,https://it.wikipedia.org/wiki/Portopalo_di_Capo_Passero,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/089020.png
Priolo Gargallo,089021,37.15793,15.186028,Siracusa,SR,Sicilia,19,96010,282190891,ufficio.protocollo@pec.comune.priologargallo.sr.it,marioprivitera@comune.priologargallo.sr.it,http://comune.priologargallo.sr.it/,https://it.wikipedia.org/wiki/Priolo_Gargallo,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/089021.png
Aggius,090001,40.929345,9.065222,Sassari,SS,Sardegna,20,7020,82005370901,protocollo@pec.comuneaggius.it,protocollo@comuneaggius.it,http://comuneaggius.it,https://it.wikipedia.org/wiki/Aggius,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090001.jpg
Alà dei Sardi,090002,40.650066,9.327829,Sassari,SS,Sardegna,20,7020,81000550905,protocollo.aladeisardi@legalmail.it,finanziario@comune.aladeisardi.ot.it,http://comune.aladeisardi.ot.it,https://it.wikipedia.org/wiki/Alà_dei_Sardi,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090002.jpg
Alghero,090003,40.56002,8.315147,Sassari,SS,Sardegna,20,7041,249350901,protocollo@pec.comune.alghero.ss.it,,http://comune.alghero.ss.it,https://it.wikipedia.org/wiki/Alghero,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090003.jpg
Anela,090004,40.44176,9.057427,Sassari,SS,Sardegna,20,7010,237220900,protocolloanela@legpec.it,finanze@comune.anela.ss.it,http://comune.anela.ss.it,https://it.wikipedia.org/wiki/Anela,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090004.jpg
Ardara,090005,40.621761,8.810319,Sassari,SS,Sardegna,20,7010,81001110907,protocollo@cert.comune.ardara.ss.it,protocollo@comune.ardara.ss.it,http://comune.ardara.ss.it,https://it.wikipedia.org/wiki/Ardara,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090005.jpg
Arzachena,090006,41.079898,9.387612,Sassari,SS,Sardegna,20,7021,82000900900,protocollo@pec.comarzachena.it,,http://comunearzachena.it,https://it.wikipedia.org/wiki/Arzachena,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090006.jpg
Banari,090007,40.572927,8.697371,Sassari,SS,Sardegna,20,7040,257710905,protocollo@pec.comune.banari.ss.it,comunebanari@tiscali.it,http://comune.banari.ss.it,https://it.wikipedia.org/wiki/Banari,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090007.jpg
Benetutti,090008,40.456461,9.168829,Sassari,SS,Sardegna,20,7010,289880908,protocollo@pec.comune.benetutti.ss.it,protocollo@comune.benetutti.ss.it,http://comune.benetutti.ss.it,https://it.wikipedia.org/wiki/Benetutti,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090008.jpg
Berchidda,090009,40.784067,9.164524,Sassari,SS,Sardegna,20,7022,111140901,protocollo@pec.comune.berchidda.ot.it,ufficioprotocollo@comune.berchidda.ot.it,http://comune.berchidda.ot.it,https://it.wikipedia.org/wiki/Berchidda,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090009.jpg
Bessude,090010,40.553852,8.729952,Sassari,SS,Sardegna,20,7040,80005300902,protocollo@pec.comune.bessude.ss.it,protocollo@comune.bessude.ss.it,http://comune.bessude.ss.it,https://it.wikipedia.org/wiki/Bessude,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090010.jpg
Bonnanaro,090011,40.533359,8.76442,Sassari,SS,Sardegna,20,7043,237080908,protocollo@pec.comune.bonnanaro.ss.it,,http://comune.bonnanaro.ss.it,https://it.wikipedia.org/wiki/Bonnanaro,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090011.jpg
Bono,090012,40.41683,9.029993,Sassari,SS,Sardegna,20,7011,197030901,protocollo@pec.comune.bono.ss.it,protocollo.bono@gmail.com,http://comune.bono.ss.it,https://it.wikipedia.org/wiki/Bono,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090012.jpg
Bonorva,090013,40.418757,8.768121,Sassari,SS,Sardegna,20,7012,256810904,protocollo.bonorva@pec.comunas.it,,http://comune.bonorva.ss.it,https://it.wikipedia.org/wiki/Bonorva,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090013.jpg
Bortigiadas,090014,40.891351,9.043058,Sassari,SS,Sardegna,20,7030,82005930902,comune.bortigiadas@pec.it,info@comunebortigiadas.it,http://comunebortigiadas.it,https://it.wikipedia.org/wiki/Bortigiadas,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090014.jpg
Borutta,090015,40.522359,8.743519,Sassari,SS,Sardegna,20,7040,256690900,protocollo@pec.comune.borutta.ss.it,demografici@comune.borutta.ss.it,http://comune.borutta.ss.it,https://it.wikipedia.org/wiki/Borutta,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090015.jpg
Bottidda,090016,40.391459,9.008527,Sassari,SS,Sardegna,20,7010,197020902,ragioneria.bottidda@pec.comunas.it,,http://comune.bottidda.ss.it,https://it.wikipedia.org/wiki/Bottidda,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090016.jpg
Buddusò,090017,40.578064,9.258129,Sassari,SS,Sardegna,20,7020,81000470906,protocollo@pec.comunebudduso.ss.it,protocollo@comunebudduso.ss.it,http://comunebudduso.ss.it,https://it.wikipedia.org/wiki/Buddusò,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090017.jpg
Bultei,090018,40.456211,9.064444,Sassari,SS,Sardegna,20,7010,81000650903,comunebultei@legpec.it,protocollo@comune.bultei.ss.it,http://comune.bultei.ss.it,https://it.wikipedia.org/wiki/Bultei,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090018.jpg
Bulzi,090019,40.847366,8.830016,Sassari,SS,Sardegna,20,7030,80003620905,protocollo@pec.comune.bulzi.ss.it,amministrativo@comune.bulzi.ss.it,http://comune.bulzi.ss.it,https://it.wikipedia.org/wiki/Bulzi,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090019.jpg
Burgos,090020,40.389978,8.995335,Sassari,SS,Sardegna,20,7010,81001170901,protocollo@pec.comuneburgos.it,,http://comuneburgos.it/,https://it.wikipedia.org/wiki/Burgos,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090020.jpg
Calangianus,090021,40.919774,9.194819,Sassari,SS,Sardegna,20,7023,82005750904,protocollo.comune.calangianus@pec.it,protocollo@comune.calangianus.ot.it,http://comune.bussisultirino.pe.it,https://it.wikipedia.org/wiki/Calangianus,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090021.jpg
Cargeghe,090022,40.669461,8.614515,Sassari,SS,Sardegna,20,7030,248610909,protocollo.cargeghe@pec.comunas.it,protocollo@comune.cargeghe.ss.it,http://comune.cargeghe.ss.it,https://it.wikipedia.org/wiki/Cargeghe,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090022.jpg
Castelsardo,090023,40.910466,8.718313,Sassari,SS,Sardegna,20,7031,80005630902,protocollo@pec.comune.castelsardo.ss.it,protocollo@comune.castelsardo.ss.it,http://comune.castelsardo.ss.it,https://it.wikipedia.org/wiki/Castelsardo,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090023.jpg
Cheremule,090024,40.506358,8.725319,Sassari,SS,Sardegna,20,7040,266660901,protocollo.cheremule@legalmail.it,protocollo@comune.cheremule.ss.it,http://comune.cheremule.ss.it,https://it.wikipedia.org/wiki/Cheremule,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090024.jpg
Chiaramonti,090025,40.749064,8.818618,Sassari,SS,Sardegna,20,7030,253990907,protocollo@pec.comune.chiaramonti.ss.it,ufftecnico@comune.chiaramonti.ss.it,http://comune.chiaramonti.ss.it,https://it.wikipedia.org/wiki/Chiaramonti,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090025.jpg
Codrongianos,090026,40.657261,8.679816,Sassari,SS,Sardegna,20,7040,248570905,protocollo.codrongianos@legalmail.it,,http://comunecodrongianos.it,https://it.wikipedia.org/wiki/Codrongianos,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090026.jpg
Cossoine,090027,40.43099,8.715016,Sassari,SS,Sardegna,20,7010,256400904,protocollo@pec.comune.cossoine.ss.it,protocollo@comune.cossoine.ss.it,http://comune.cossoine.ss.it,https://it.wikipedia.org/wiki/Cossoine,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090027.jpg
Esporlatu,090028,40.386607,8.989713,Sassari,SS,Sardegna,20,7010,81000590901,protocollo.esporlatu@pec.comunas.it,comune.esporlatu@tiscali.it,http://comune.esporlatu.ss.it,https://it.wikipedia.org/wiki/Esporlatu,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090028.jpg
Florinas,090029,40.649561,8.665116,Sassari,SS,Sardegna,20,7030,283250900,protocollo.florinas@pec.it,finanza@comune.florinas.ss.it,http://comune.florinas.ss.it,https://it.wikipedia.org/wiki/Florinas,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090029.jpg
Giave,090030,40.451958,8.752221,Sassari,SS,Sardegna,20,7010,256990904,protocollo@pec.comune.giave.ss.it,,http://comune.giave.ss.it,https://it.wikipedia.org/wiki/Giave,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090030.png
Illorai,090031,40.353858,9.001027,Sassari,SS,Sardegna,20,7010,81000930909,protocollo@pec.comune.illorai.ss.it,,http://comune.illorai.ss.it,https://it.wikipedia.org/wiki/Illorai,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090031.jpg
Ittireddu,090032,40.543961,8.902322,Sassari,SS,Sardegna,20,7010,283910909,protocollo@pec.comune.ittireddu.ss.it,amministrativo@comune.ittireddu.ss.it,http://comune.ittireddu.ss.it,https://it.wikipedia.org/wiki/Ittireddu,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090032.png
Ittiri,090033,40.593046,8.568353,Sassari,SS,Sardegna,20,7044,367560901,protocollo@pec.comune.ittiri.ss.it,,http://comune.ittiri.ss.it,https://it.wikipedia.org/wiki/Ittiri,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090033.png
Laerru,090034,40.817065,8.835417,Sassari,SS,Sardegna,20,7030,247410905,protocollo@pec.comunelaerru.ss.it,amministrativo@comunelaerru.ss.it,http://comunelaerru.ss.it,https://it.wikipedia.org/wiki/Laerru,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090034.png
La Maddalena,090035,41.212783,9.40666,Sassari,SS,Sardegna,20,7024,82004370902,sindaco@pec.comunelamaddalena.it,,http://comunelamaddalena.gov.it,https://it.wikipedia.org/wiki/La_Maddalena,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090035.jpg
Luogosanto,090036,41.054656,9.20409,Sassari,SS,Sardegna,20,7020,266870906,protocollo.luogosanto@pec.comunas.it,protocollo@comuneluogosanto.it,http://comuneluogosanto.ss.it,https://it.wikipedia.org/wiki/Luogosanto,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090036.jpg
Luras,090037,40.934858,9.175447,Sassari,SS,Sardegna,20,7025,248590903,protocollo@pec.comune.luras.ss.it,comune.luras@tiscali.it,http://comune.luras.ss.it,https://it.wikipedia.org/wiki/Luras,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090037.png
Mara,090038,40.409556,8.638819,Sassari,SS,Sardegna,20,7010,255900904,protocollo@pec.comune.mara.ss.it,protocollo@comune.mara.ss.it,http://comune.mara.ss.it,https://it.wikipedia.org/wiki/Mara,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090038.jpg
Martis,090039,40.778664,8.808117,Sassari,SS,Sardegna,20,7030,274490903,protocollo@pec.comune.martis.ss.it,,http://comune.martis.ss.it,https://it.wikipedia.org/wiki/Martis,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090039.png
Monteleone Rocca Doria,090040,40.471622,8.560299,Sassari,SS,Sardegna,20,7010,222250904,protocollo@pec.comune.monteleoneroccadoria.ss.it,finanze@comune.monteleoneroccadoria.ss.it,http://comune.monteleoneroccadoria.ss.it,https://it.wikipedia.org/wiki/Monteleone_Rocca_Doria,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090040.png
Monti,090041,40.805969,9.325527,Sassari,SS,Sardegna,20,7020,60850906,monti@pec.comune.monti.ss.it,,http://comune.monti.ss.it,https://it.wikipedia.org/wiki/Monti,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090041.png
Mores,090042,40.54836,8.831221,Sassari,SS,Sardegna,20,7013,1822380901,protocollo@pec.comune.mores.ss.it,protocollo@comune.mores.ss.it,http://comune.mores.ss.it,https://it.wikipedia.org/wiki/Mores,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090042.png
Muros,090043,40.678061,8.617315,Sassari,SS,Sardegna,20,7030,80014950903,protocollo@pec.comune.muros.ss.it,protocollo@comune.muros.ss.it,http://comune.muros.ss.it,https://it.wikipedia.org/wiki/Muros,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090043.png
Nughedu San Nicolò,090044,40.556508,9.021463,Sassari,SS,Sardegna,20,7010,256970906,tecnico@pec.comune.nughedusannicolo.ss.it,ragioneria@comunenughedusn.it,http://comunenughedusn.it,https://it.wikipedia.org/wiki/Nughedu_San_Nicolò,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090044.png
Nule,090045,40.461561,9.189829,Sassari,SS,Sardegna,20,7010,81001030907,protocollo.nule@legalmail.it,,http://comune.nule.ss.it,https://it.wikipedia.org/wiki/Nule,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090045.png
Nulvi,090046,40.783764,8.743716,Sassari,SS,Sardegna,20,7032,276390903,comune.nulvi@legalmail.it,,http://comune.nulvi.ss.it,https://it.wikipedia.org/wiki/Nulvi,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090046.png
Olbia,090047,40.923266,9.502744,Sassari,SS,Sardegna,20,7026,91008330903,protocollo@pec.comuneolbia.it,,http://comune.olbia.ot.it,https://it.wikipedia.org/wiki/Olbia,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090047.png
Olmedo,090048,40.651558,8.38021,Sassari,SS,Sardegna,20,7040,80002420901,protocollo@pec.comune.olmedo.ss.it,protocollo@comune.olmedo.ss.it,http://comune.olmedo.ss.it,https://it.wikipedia.org/wiki/Olmedo,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090048.png
Oschiri,090049,40.719766,9.101024,Sassari,SS,Sardegna,20,7027,110800901,protocollo@pec.comune.oschiri.ss.it,segretariocomunale@comune.oschiri.ss.it,http://comune.oschiri.ss.it/,https://it.wikipedia.org/wiki/Oschiri,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090049.png
Osilo,090050,40.744063,8.671115,Sassari,SS,Sardegna,20,7033,80005910908,protocollo@pec.comune.osilo.ss.it,,http://comune.osilo.ss.it,https://it.wikipedia.org/wiki/Osilo,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090050.png
Ossi,090051,40.67486,8.591714,Sassari,SS,Sardegna,20,7045,94050903,protocollo@pec.comuneossi.it,,http://comune.ossi.ss.it,https://it.wikipedia.org/wiki/Ossi,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090051.png
Ozieri,090052,40.585937,9.001043,Sassari,SS,Sardegna,20,7014,247640907,protocollo@pec.comune.ozieri.ss.it,protocollo@comune.ozieri.ss.it,http://comune.ozieri.ss.it,https://it.wikipedia.org/wiki/Ozieri,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090052.png
Padria,090053,40.396355,8.629919,Sassari,SS,Sardegna,20,7015,297880908,protocollo@pec.comune.padria.ss.it,,http://comune.padria.ss.it,https://it.wikipedia.org/wiki/Padria,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090053.png
Palau,090054,41.181076,9.382042,Sassari,SS,Sardegna,20,7020,82004530901,protocollo@pec.palau.it,info@palau.it,http://palau.it,https://it.wikipedia.org/wiki/Palau,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090054.png
Pattada,090055,40.581763,9.112926,Sassari,SS,Sardegna,20,7016,247490907,protocollo.pattada@pec.comunas.it,segreteria@comune.pattada.ss.it,http://comune.pattada.ss.it,https://it.wikipedia.org/wiki/Pattada,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090055.png
Perfugas,090056,40.833366,8.882818,Sassari,SS,Sardegna,20,7034,261120901,protocollo@pec.comuneperfugas.it,segreteria@comuneperfugas.it,http://comuneperfugas.it,https://it.wikipedia.org/wiki/Perfugas,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090056.jpg
Ploaghe,090057,40.664262,8.741817,Sassari,SS,Sardegna,20,7017,253310908,comunediploaghe@pec.comune.ploaghe.ss.it,protocollo@comune.ploaghe.ss.it,http://comune.ploaghe.ss.it,https://it.wikipedia.org/wiki/Ploaghe,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090057.png
Porto Torres,090058,40.83444,8.403146,Sassari,SS,Sardegna,20,7046,252040902,comune@pec.comune.porto-torres.ss.it,,http://comune.porto-torres.ss.it,https://it.wikipedia.org/wiki/Porto_Torres,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090058.png
Pozzomaggiore,090059,40.398756,8.660219,Sassari,SS,Sardegna,20,7018,104700901,protocollo@pec.comune.pozzomaggiore.ss.it,amministrativo@comune.pozzomaggiore.ss.it,http://comune.pozzomaggiore.ss.it/,https://it.wikipedia.org/wiki/Pozzomaggiore,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090059.jpg
Putifigari,090060,40.562257,8.461113,Sassari,SS,Sardegna,20,7040,253840904,protocollo.putifigari@legalmail.it,,http://comune.putifigari.ss.it,https://it.wikipedia.org/wiki/Putifigari,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090060.png
Romana,090061,40.484057,8.587417,Sassari,SS,Sardegna,20,7010,80005220902,protocollo@pec.comune.romana.ss.it,amministrativo@comune.romana.ss.it,http://comune.romana.ss.it,https://it.wikipedia.org/wiki/Romana,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090061.png
Aglientu,090062,41.079573,9.112719,Sassari,SS,Sardegna,20,7020,255510901,protocollo@pec.comune.aglientu.ot.it,protocollo@comune.aglientu.ot.it,http://comune.aglientu.ot.it,https://it.wikipedia.org/wiki/Aglientu,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090062.jpg
Santa Teresa Gallura,090063,41.241377,9.188518,Sassari,SS,Sardegna,20,7028,218850907,protocollo@pec.comunestg.it,,http://comunesantateresagallura.it,https://it.wikipedia.org/wiki/Santa_Teresa_Gallura,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090063.png
Sassari,090064,40.7778,8.921997,Sassari,SS,Sardegna,20,7100,239740905,protocollo@pec.comune.sassari.it,,http://comune.sassari.it,https://it.wikipedia.org/wiki/Sassari,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090064.jpg
Sedini,090065,40.852266,8.815716,Sassari,SS,Sardegna,20,7035,80003520907,protocollo@pec.comune.sedini.ss.it,,http://comune.sedini.ss.it,https://it.wikipedia.org/wiki/Sedini,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090065.jpg
Semestene,090066,40.398456,8.725421,Sassari,SS,Sardegna,20,7010,254670904,protocollo@pec.comune.semestene.ss.it,,http://comune.semestene.ss.it,https://it.wikipedia.org/wiki/Semestene,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090066.png
Sennori,090067,40.789446,8.591659,Sassari,SS,Sardegna,20,7036,80003910900,protocollo.sennori@pec.comunas.it,ced@comune.sennori.ss.it,http://comune.sennori.ss.it,https://it.wikipedia.org/wiki/Sennori,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090067.jpg
Siligo,090068,40.57648,8.727273,Sassari,SS,Sardegna,20,7040,254280902,protocollo@pec.comunesiligo.it,,http://comunesiligo.it,https://it.wikipedia.org/wiki/Siligo,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090068.jpg
Sorso,090069,40.796595,8.57785,Sassari,SS,Sardegna,20,7037,80001140906,protocollo@pec.comune.sorso.ss.it,protocollo@comune.sorso.ss.it,http://comune.sorso.ss.it,https://it.wikipedia.org/wiki/Sorso,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090069.png
Tempio Pausania,090070,40.897382,9.103516,Sassari,SS,Sardegna,20,7029,253250906,protocollo@pec.comune.tempiopausania.ot.it,,http://comune.tempiopausania.ot.it,https://it.wikipedia.org/wiki/Tempio_Pausania,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090070.jpg
Thiesi,090071,40.524859,8.716419,Sassari,SS,Sardegna,20,7047,75850909,protocollo@pec.comune.thiesi.ss.it,protocollo@comune.thiesi.ss.it,http://comune.thiesi.ss.it,https://it.wikipedia.org/wiki/Thiesi,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090071.png
Tissi,090072,40.677673,8.5627,Sassari,SS,Sardegna,20,7040,248560906,protocollo@pec.comune.tissi.ss.it,protocollo@comune.tissi.ss.it,http://comune.tissi.ss.it,https://it.wikipedia.org/wiki/Tissi,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090072.jpg
Torralba,090073,40.512959,8.76532,Sassari,SS,Sardegna,20,7048,80005320900,protocollo@pec.comune.torralba.ss.it,amministrativo@comune.torralba.ss.it,http://comune.torralba.ss.it,https://it.wikipedia.org/wiki/Torralba,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090073.png
Trinità d'Agultu e Vignola,090074,40.983769,8.915616,Sassari,SS,Sardegna,20,7038,82004710909,protocollo.trinitadagultu@legalmail.it,,http://comuneditrinita.it,https://it.wikipedia.org/wiki/Trinità_d'Agultu_e_Vignola,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090074.jpg
Tula,090075,40.732465,8.983921,Sassari,SS,Sardegna,20,7010,81000970905,protocollo@pec.comune.tula.ss.it,protocollo@comune.tula.ss.it,http://comune.tula.ss.it,https://it.wikipedia.org/wiki/Tula,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090075.png
Uri,090076,40.639459,8.485412,Sassari,SS,Sardegna,20,7040,92081820901,protocollo.uri@pec.comunas.it,protocollo@comune.uri.ss.it,http://comune.uri.ss.it,https://it.wikipedia.org/wiki/Uri,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090076.png
Usini,090077,40.66406,8.540513,Sassari,SS,Sardegna,20,7049,206220907,comunediusini@cert.legalmail.it,,http://comune.usini.ss.it,https://it.wikipedia.org/wiki/Usini,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090077.jpg
Villanova Monteleone,090078,40.503656,8.470807,Sassari,SS,Sardegna,20,7019,233770908,comune.villanovamonteleone@halleycert.it,,http://comune.villanovamonteleone.ss.it,https://it.wikipedia.org/wiki/Villanova_Monteleone,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/090078.jpg
