pro_com_t,link,pec,cf,cap
077014,http://comune.mt.it,comune.matera@cert.ruparbasilicata.it,80002870774,75100
077015,http://comune.miglionico.mt.it,comune.miglionico@cert.ruparbasilicata.it,80002950774,75010
077016,http://comune.montalbano.mt.it,comune.montalbano@cert.ruparbasilicata.it,81001250778,75023
077017,http://comune.montescaglioso.mt.it,servizifinanziari@pec.comune.montescaglioso.mt.it,80001380775,75024
077018,http://comune.novasiri.mt.it,comune.novasiri@cert.ruparbasilicata.it,82001130770,75020
077019,http://comune.olivetolucano.mt.it,protocollo@pec.comune.olivetolucano.mt.it,83000490777,75010
077020,http://comunedipisticci.it,comune.pisticci@cert.ruparbasilicata.it,81001230770,75015
077021,http://policoro.basilicata.it,protocollo@pec.policoro.gov.it,00111210779,75025
077022,http://comune.pomarico.mt.it,comune.pomarico@cert.ruparbasilicata.it,80001450776,75016
077023,http://comune.rotondella.mt.it,protocollo@pec.comune.rotondella.mt.it,82000090777,75026
077024,http://comune.salandra.mt.it,comune.salandra@cert.ruparbasilicata.it,80001400771,75017
077025,http://comune.sangiorgiolucano.mt.it,comune.sangiorgiolucano@cert.ruparbasilicata.it,00315230771,75027
077026,http://comune.sanmauroforte.mt.it,comune.sanmauroforte.mt@pec.it,83000570776,75010
077027,http://comune.stigliano.mt.it,comunestigliano@ebaspec.it,00108030776,75018
077028,http://comune.tricarico.mt.it,protocollo@pec.comune.tricarico.mt.it,80002860775,75019
077029,http://comune.tursi.mt.it,comune.tursi@cert.ruparbasilicata.it,82000970770,75028
077030,http://comune.valsinni.mt.it,comune.valsinni@cert.ruparbasilicata.it,00315220772,75029
077031,http://comune.scanzanojonico.mt.it,protocollo@pec.comune.scanzanojonico.mt.it,81001190776,75020
078001,http://comune.acquaformosa.cs.it,sindaco.acquaformosa@asmepec.it,83001070784,87010
078002,http://comune.acquappesa.cs.it,protocollo.acquappesa@asmepec.it,86000150788,87020
078003,http://comune.acri.cs.it,protocollo.acri@pec.it,00388670788,87041
078004,http://comune.aiellocalabro.cs.it,sindaco@pec.comune.aiellocalabro.cs.it,86001270783,87031
078005,http://comune.aieta.cs.it,protocollo.aieta@asmepec.it,00391170784,87020
078006,http://comune.albidona.cs.it,comune.albidona.cs@legalmail.it,81001050780,87070
078007,http://comune.alessandriadelcarretto.cs.it,alessandriadelcarretto@legalmail.it,81001290782,87070
078008,http://comunealtilia.it,comunedialtilia@pec.netps.eu,80005800786,87040
078009,http://comune.altomonte.cs.it,comune.altomonte@anutel.it,83002090781,87042
078010,http://comune.amantea.cs.it,protocollo@pec.comune.amantea.cs.it,86000330786,87032
078011,http://comune.amendolara.cs.it,statocivile.amendolara.cs@legalmail.it,81000650788,87071
078012,http://comuneaprigliano.it,segreteria@pec.comuneaprigliano.it,80006510780,87051
078013,http://comunedibelmontecalabro.cs.it,comune.belmontecalabrocs@anutel.it,86000310788,87033
078014,http://belsito.asmenet.it,sindaco.belsito@asmepec.it,80005990785,87030
078015,http://comune.belvedere-marittimo.cs.it,belvederemarittimo.cs.segreteria@pec.it,00346830789,87021
078016,http://comune.bianchi.cs.it,protocollo.bianchi@asmepec.it,00388560781,87050
078017,http://comune.bisignano.cs.it,comune.bisignano.personale.demografici@pec.it,00275260784,87043
078018,http://comune.bocchigliero.cs.it,sindaco.bocchigliero@asmepec.it,87000030780,87060
078019,http://comune.bonifati.cs.it,protocollo.bonifati@asmepec.it,00390090785,87020
078020,http://comune.buonvicino.cs.it,utbuonvicino@asmepec.it,00402260780,87020
078021,http://comune.calopezzati.cs.it,segreteria.calopezzati@asmepec.it,87000270782,87060
078022,http://comune.caloveto.cs.it,comune.caloveto@asmepec.it,87000370780,87060
078023,http://comune.campana.cs.it/,sindaco.campana@asmepec.it,87002190780,87061
078024,http://comune.canna.cs.it,protocollo.canna@asmepec.it,81000970780,87070
078025,http://comune.cariati.gov.it,protocollo.cariati@asmepec.it,87000210788,87062
078026,http://comune.carolei.cs.it,finanziario.carolei@asmepec.it,00260620786,87030
078027,http://carpanzano.asmenet.it,FINANZIARIO.CARPANZANO@ASMEPEC.IT,00404190787,87050
078029,http://comune.cassanoalloionio.cs.it,sindaco.comune.cassanoalloionio.cs@asmepec.it,88000230784,87011
078030,http://comune.castiglionecosentino.cs.it,castiglionecosentino@postecert.it,00391420783,87040
078031,http://comune.castrolibero.cs.it/,protocollo.castrolibero@asmepec.it,80003730787,87040
078032,http://comune.castroregio.cs.it,comune.castroregio.cs@legalmail.it,81001230788,87070
078033,http://comune.castrovillari.cs.it,protocollo@pec.comune.castrovillari.cs.it,83000330783,87012
078034,http://comune.celico.cs.it,postmaster@pec.comunedicelico.it,00395920788,87053
078035,http://comune.cellara.cs.it/,comune.cellara@pec.it,00392720785,87050
078036,http://comune.cerchiara.cs.it,protocollo@pec.comune.cerchiara.cs.it,81000170787,87070
078037,http://comune.cerisano.cs.it,comune.cerisano.cs@legalmail.it,80004950780,87044
078038,http://comune.cervicati.cs.it,sindaco.cervicati@asmepec.it,80007080783,87010
078039,http://comune.cerzeto.cs.it,comune.cerzeto@pec.comune.cerzeto.cs.it,00375970787,87040
078040,http://comune.cetraro.cs.it,protocollo.cetraro@asmepec.it,86000770783,87022
078041,http://comune.civita.cs.it/,ragioneria.civita@asmepec.it,88000690789,87010
078042,http://comune.cleto.cs.it/,ufficioamministrativo@pec.comune.cleto.cs.it,86000750785,87030
078043,http://comune.colosimi.cs.it,ragioneria.colosimi@asmepec.it,00375660784,87050
078045,http://comune.cosenza.it,comunedicosenza@superpec.eu,00347720781,87100
078046,http://comune.cropalati.cs.it,comune.cropalati.cs@asmepec.it,87000090784,87060
078047,http://comunedicrosia.it,fatturazione.comunecrosia@asmepec.it,87000330784,87060
078048,http://comune-diamante.it,protocollodiamante@pec.it,00362420788,87023
078049,http://comune.dipignano.cs.it,protocollo.dipignano@asmepec.it,98040560785,87045
078050,http://comune.domanico.cs.it,comunedomanico@pec.it,00250850781,87030
078051,http://comune.fagnanocastello.cs.it,protocollo@pec.comune.fagnanocastello.cs.it,00263860785,87013
078052,http://comune.falconaraalbanese.cs.it,comunefalconaraalbaneseprotocollo@legalmail.it,86001230787,87030
078053,http://comune.figlinevegliaturo.cs.it,comune.figlinevegliaturo.cs@pec.it,00374200780,87050
078054,http://comune.firmo.cs.it/new/ita/,protocollo@pec.comune.firmo.cs.it,83001150784,87010
078055,http://comune.fiumefreddobruzio.cs.it,finanziario.fiumefreddobruzio@asmepec.it,86001150787,87030
078056,http://comune.francavillamarittima.cs.it,comune.francavillamarittima.cs@legalmail.it,88000250782,87072
078057,http://comune.frascineto.cs.it,protocollo@pec.comune.frascineto.cs.it,00356630780,87010
078058,http://comune.fuscaldo.cs.it,protocollo.fuscaldo@pec.it,00341640787,87024
078059,http://grimaldi.asmenet.it/,UFFICIORAGIONERIA.GRIMALDI@ASMEPEC.IT,80004590784,87034
078060,http://comune.grisolia.cs.it,protocollo.grisolia@asmepec.it,00431430784,87020
078061,http://comune.guardiapiemontese.cs.it,protocollo.amministrativoguardiapiemontese@asmepec.it,00263580789,87020
078062,http://comune.lago.cs.it,protocollo@pec.comune.lago.cs.it,86000830785,87035
078063,http://comune.lainoborgo.cs.it,comune.lainoborgo.cs.it@pec.it,83002040786,87014
078064,http://comune.lainocastello.cs.it,sindaco.lainocastello@asmepec.it,83000210787,87015
078065,http://comune.lappano.cs.it,protocollo.lappano@asmepec.it,00369990783,87050
078066,http://comune.lattarico.cs.it,protocollo.lattarico@asmepec.it,80004830784,87010
078067,http://comune.longobardi.cs.it,comune.longobardi@asmepec.it,86000230788,87030
078068,http://comune.longobucco.cs.it,segreteria@pec.comunelongobucco.eu,00385040787,87066
078069,http://comune.lungro.gov.it,protocollo.comune.lungro@asmepec.it,83001310784,87010
078070,http://comune.luzzi.cs.it,protocollogenerale@comunediluzzi.legalmail.it,80007890785,87040
078071,http://comune.maiera.cs.it,finanziario.maiera@asmepec.it,00394620785,87020
078072,http://comune.malito.cs.it,protocollo.malito@asmepec.it,80004010783,87030
078073,http://comune.malvito.cs.it,protocollo.malvito@asmepec.it,80003430784,87010
078074,http://comune.mandatoriccio.cs.it,protocollo.mandatoriccio@asmepec.it,87000010782,87060
078075,http://mangone.asmenet.it/,amministrazione@pec.comune.mangone.cs.it,80003490788,87050
078076,http://comune.maranomarchesato.cs.it,protocollo@pec.comune.maranomarchesato.cs.it,00390390789,87040
078077,http://comune.maranoprincipato.cs.it,protocollo.maranoprincipato@pec.it,00376350781,87040
078078,http://comune.marzi.cs.it,rag.marzi@asmepec.it,80003570787,87050
078079,http://comune.mendicino.cs.it,comunemendicino@mailcertificata.biz,00391900784,87040
078080,http://comune.mongrassano.cs.it,sindaco.mongrassano@asmepec.it,80003990787,87040
078081,http://comune.montaltouffugo.cs.it,protocollo.montaltouffugo@certificatamail.it,00348990789,87046
078082,http://comune.montegiordano.cs.it,sindaco.montegiordano.cs@legalmail.it,81000570788,87070
078083,http://comunemoranocalabro.it,info@pec.comunemoranocalabro.it,83000670782,87016
078084,http://comune.mormanno.cs.it,protocollo.mormanno@asmepec.it,83002000780,87026
078085,http://comune.mottafollone.cs.it,protocollo.mottafollone@pec.it,92010730783,87010
078086,http://comune.nocara.cs.it,comunenocaracs@pcert.postecert.it,81000890780,87070
078087,http://comune.oriolo.cs.it,info.comune.oriolo.cs@legalmail.it,81001210780,87073
078088,http://comune.orsomarso.cs.it,protocollo.comune.orsomarso@asmepec.it,00404880783,87020
078089,http://comune.paludi.cs.it,affarigenerali.paludi@asmepec.it,00364800789,87060
078090,http://comune.panettieri.cs.it,comune.panettieri@asmepec.it,00391660784,87050
078091,http://comune.paola.cs.it,protocollo.comunepaola@pec.it,86000010784,87027
078092,http://comune.papasidero.cs.it,comune.papasidero@pec.it,83002140784,87020
078093,http://comune.parenti.cs.it,serviziofinanziario.parenti@asmepec.it,00352000780,87040
078094,http://paternocalabro.asmenet.it/,protocollo.paternocalabro@asmepec.it,80003870781,87040
078096,http://http://pedivigliano.asmenet.it/,protocollo.pedivigliano@asmepec.it,80003330786,87050
078097,http://comune.pianecrati.cs.it,protocollo.pianecrati@asmepec.it,00374210789,87050
078098,http://comune.pietrafitta.cs.it,comune.pietrafitta.cs@pec.it,80003650787,87050
078099,http://comunepietrapaola.it,protocollogenerale.pietrapaola@asmepec.it,87000290780,87060
078100,http://comune.plataci.cs.it,anagrafe.plataci.cs@legalmail.it,81001370782,87070
078101,http://comune.praiaamare.cs.it,protocollo.praia@asmepec.it,00392090783,87028
078102,http://comune.rende.cs.it,protocollo.rende@pec.it,00276350782,87036
078103,http://comune.roccaimperiale.cs.it,comuneroccaimperiale.segreteria@postecert.it,81000250787,87074
078104,http://comune.roggianogravina.cs.it,sindaco@pec.comune.roggianogravina.cs.it,00355760786,87017
078105,http://comune.rogliano.cs.it,protocollo.rogliano@asmepec.it,80002530782,87054
078106,http://comune.rose.cs.it,protocollo.comune.rose.cs@pec.it,80001170788,87040
078107,http://comune.roseto.cs.it,sindaco.comunerosetocs@asmepec.it,81000110783,87070
078109,http://comune.rotagreca.cs.it,ufficiomessorotagreca@asmepec.it,00368270781,87010
078110,http://comune.rovito.cs.it,ragioneria.rovito@asmepec.it,00348230780,87050
078111,http://comunesanbasile.cs.it,segretario.sanbasile@asmepec.it,00362320780,87010
078112,http://comune.sanbenedettoullano.cs.it,protocollo.sanbenedettoullano@asmepec.it,98005840784,87040
078113,http://comune.sancosmoalbanese.cs.it,ragioneria.sancosmoalbanese@asmepec.it,00355620782,87060
078114,http://comune.sandemetriocorone.cs.it,mail.sandemetriocorone@asmepec.it,84000290787,87069
078115,http://comune.sandonatodininea.cs.it,protocollo.sandonatodininea@asmepec.it,00398580787,87010
078116,http://comune.sanfili.cs.it,comune.sanfili.cs@pec.it,80003010784,87037
078117,http://comune.sangineto.cs.it,tributi.sangineto@pec.it,00401810783,87020
078118,http://sangiorgioalbanese.asmenet.it/,tributi.sangiorgioalbanese@asmepec.it,84000230783,87060
078119,http://comune.sangiovanniinfiore.cs.it,segretariosgfiore@asmepec.it,00348180787,87055
078120,http://comune.sanlorenzobellizzi.cs.it,sanlorenzobellizzicomune@pec.it,81000490789,87070
078121,http://comune.sanlorenzodelvallo.cs.it,sanlorenzodelvallo@asmepec.it,01334140785,87040
078122,http://comune.sanlucido.cs.it,fatturazione.elettronica.sanlucido.cs@asmepec.it,86001410785,87038
078123,http://comune.sanmarcoargentano.cs.it,segreteria.sanmarcoargentano@asmepec.it,00389920786,87018
078124,http://comune.sanmartinodifinita.cs.it,protocollo.sanmartinodifinita@asmepec.it,00404280786,87010
078125,http://comune.sannicolaarcella.cs.it,protocollo.sannicolaarcella@asmepec.it,00345230783,87020
078126,http://comune.sanpietroinamantea.cs.it,sindaco.sanpietroinamantea@asmepec.it,86000590785,87030
078127,http://comune.sanpietroinguarano.cs.it,comunesanpietroinguarano@pec.it,80004710788,87047
078128,http://comune.sansosti.cs.it,protocollosansosti@asmepec.it,00395970783,87010
078129,http://santacaterinaalbanese.asmenet.it,ufficioragioneria.scaterinaa@asmepec.it,80006030789,87010
078130,http://comune.santadomenicatalao.cs.it,segreteria.santadomenicatalao@asmepec.it,00383810785,87020
078131,http://comune.santagatadiesaro.cs.it,ufficioprotocollo.santagatadiesaro@pec.it,00394550784,87010
078132,http://santamariadelcedro.asmenet.it,affarigenerali.santamariadelcedro@asmepec.it,00433700788,87020
078133,http://comune.santasofiadepiro.cs.it,ufficioprotocollo.santasofiadepiro@asmepec.it,00344900782,87048
078134,http://comune.santostefanodirogliano.cs.it,protocollo.comune.sstefanorogliano@asmepec.it,80006340782,87056
078135,http://comune.sanvincenzolacosta.cs.it,protocollo.sanvincenzolacosta.cs@asmepec.it,00395370786,87030
078136,,asp.saracena@open.legalmail.it,02939310781,87010
078137,http://comune.scalacoeli.cs.it,finanziaria.scalacoeli@asmepec.it,87002130786,87060
078138,http://comune.scalea.cs.it,urp.scalea@asmepec.it,00401460787,87029
078139,http://comune.scigliano.cs.it,protocollo.scigliano@asmepec.it,80003890789,87057
078140,#N/A,#N/A,#N/A,#N/A
078142,http://comune.spezzano-albanese.cs.it/,spezzano.albanese@pec.it,88000290788,87019
078143,http://comunespezzanodellasila.gov.it,protocollo.spezzanosila@asmepec.it,00392700787,87058
078145,http://comune.tarsia.cs.it,protocollo.tarsia@asmepec.it,88001270789,87040
078146,http://comune.terranova-da-sibari.cs.it,protocollo.terranovadasibari@asmepec.it,94007720785,87010
078147,http://comune.terravecchia.cs.it,sindaco.terravecchia@asmepec.it,87002080783,87060
078148,http://comune.toranocastello.cs.it,protocollo.toranocastello@pec.it,80005730785,87010
078149,http://comuneditortora.it,comuneditortora@pec.it,00407150788,87020
078150,http://comune.trebisacce.cs.it/,protocollo.comune.trebisacce@pcert.postecert.it,00378820781,87075
078152,http://comune.vaccarizzoalbanese.cs.it,anagrafe.vaccarizzoalbanese@asmepec.it,84000210785,87060
078153,http://comune.verbicaro.it,segreteria.verbicaro@asmepec.it,00256290784,87020
078154,http://comune.villapiana.cs.it,protocollo.villapiana@asmepec.it,81000090787,87076
078155,http://comune.zumpano.cs.it,protocollo.comune.zumpano@asmepec.it,00271570780,87040
078156,http://comune.casalidelmanco.cs.it,comune.casalidelmanco@asmepec.it,03509990788,87050
078157,http://comune.corigliano-rossano.cs.it,protocollo.coriglianorossano@asmepec.it,03557570789,87064
079002,http://comune.albi.cz.it,protocollo.albi@asmepec.it,80002220798,88055
079003,http://comunediamaroni.it,PROTOCOLLO@PEC.COMUNEDIAMARONI.IT,00355900796,88050
079004,http://comune.amato.cz.it,protocollo.amato@asmepec.it,00297380792,88040
079005,http://comunediandali.it,protocollo@pec.comunediandali.it,00297600793,88050
079007,http://comuneargusto.it,sindaco@pec.comuneargusto.it,00336440797,88060
079008,http://comune.badolato.cz.it,amministrativo.comunebadolato@asmepec.it,00164790792,88060
079009,http://comune.belcastro.cz.it/,areafinanziaria.belcastro@asmepec.it,00297890790,88050
079011,http://comune.borgia.cz.it,ragioneria.borgia@asmepec.it,00291270791,88021
079012,http://comune.botricello.cz.it/,ragioneria.botricello@asmepec.it,00298230798,88070
079017,http://comune.caraffadicatanzaro.cz.it/,tecnicocaraffacz@pec.it,00297990798,88050
079018,http://comune.cardinale.cz.it,protocollo.cardinale@asmepec.it,00297900797,88062
079020,http://comune.carlopoli.cz.it,protocollo.carlopoli@asmepec.it,82006290793,88040
079023,http://comune.catanzaro.it,ufficio.protocollo@certificata.comune.catanzaro.it,00129520797,88100
079024,http://comune.cenadi.cz.it,comune.cenadi@asmepec.it,90000510793,88067
079025,http://comune.centrache.cz.it,demografici.centrache@asmepec.it,00298080797,88067
079027,http://comune.cerva.cz.it,protocollo.cerva@asmepec.it,00188100796,88050
079029,http://comune.chiaravallecentrale.cz.it,comunechiaravallecentrale@asmepec.it,00320090798,88064
079030,http://comune.cicala.cz.it,protocollo.cicala@asmepec.it,00296280795,88040
079033,http://comuneconflenti.it,comuneconflenti@asmepec.it,00238090799,88040
079034,http://comune.cortale.cz.it,protocollo.cortale@asmepec.it,00297780793,88020
079036,http://cropani.asmenet.it,protocollo.cropani.cz@asmepec.it,00304310790,88051
079039,http://comune.curinga.cz.it,protocollo@pec.comune.curinga.cz.it,00303930796,88022
079042,http://comune.davoli.cz.it,comune.davoli@pcert.postecert.it,00326880796,88060
079043,http://comune.decollatura.cz.it,servizigenerali@pec.comune.decollatura.cz.it,01207810795,88041
079047,http://comune.falerna.cz.it,protocollo.falerna@asmepec.it,00376490793,88042
079048,http://comune.feroletoantico.cz.it,protocollo.feroletoantico@asmepec.it,00298110792,88040
079052,http://comune.fossatoserralta.cz.it/,gabinetto.sindaco.fossato@asmepec.it,00296630791,88050
079055,http://comune.gagliato.cz.it,comune.gagliato@asmepec.it,00298220799,88060
079056,http://comune.gasperina.cz.it,areatecnica.gasperina@asmepec.it,00182150797,88060
079058,http://comune.gimigliano.cz.it,ragioneria.gimigliano@asmepec.it,00296900798,88045
079059,http://comune.girifalco.cz.it/,finanziaria.girifalco@asmepec.it,00297440794,88024
079060,http://comune.gizzeria.cz.it,RAGIONERIA.GIZZERIA@ASMEPEC.IT,00297850794,88040
079061,http://comune.guardavalle.cz.it,ufficiollppuno.guardavalle@asmepec.it,84001010796,88065
079063,http://iscasulloionio.asmenet.it,ragioneria.iscasulloionio@asmepec.it,00296980790,88060
079065,http://comune.jacurso.cz.it,finanziaria.jacurso@asmepec.it,00297800799,88020
079068,http://comune.magisano.cz.it/,sindaco.magisano@asmepec.it,00279600795,88050
079069,http://comune.maida.cz.it,protocollo.maida@asmepec.it,00297450793,88025
079071,http://comune.marcedusa.cz.it/,protocollo.marcedusa@asmepec.it,00305160798,88050
079072,http://comunemarcellinara.it,comunemarcellinara@pec.it,00297830796,88044
079073,http://comune.martirano.cz.it,segreteria.martirano@asmepec.it,00366940799,88040
079074,http://comune.martiranolombardo.cz.it,protocollo.comunemartiranolombardo@asmepec.it,00297640799,88040
079077,http://miglierina.asmenet.it/,comune.miglierina@asmepec.it,80003570795,88040
079080,http://comune.montauro.cz.it,ufficiotecnicomontauro@asmepec.it,00327310793,88060
079081,http://comune.montepaone.cz.it,segreteria@pec.comune.montepaone.cz.it,00297260796,88060
079083,http://comune.mottasantalucia.cz.it,amministrativo.mottasantalucia@asmepec.it,00298040791,88040
079087,http://comune.noceraterinese.cz.it/,ragioneria.noceraterinese@asmepec.it,00297930794,88047
079088,http://comune.olivadi.cz.it,comune.olivadi@asmepec.it,85000330796,88067
079089,http://comune.palermiti.cz.it,ufficiotecnico.palermiti@asmepec.it,00240690792,88050
079092,http://comunedipentone.gov.it,protocollo.comunedipentone@pec.it,00220810790,88050
079094,http://comune.petrizzi.cz.it,protocollo.petrizzi@asmepec.it,00298100793,88060
079095,http://comune.petrona.cz.it,protocollo.petrona@asmepec.it,00308110790,88050
079096,http://comune.pianopoli.cz.it,finanziario.pianopoli@asmepec.it,00296840796,88040
079099,http://comune.platania.cz.it,info.platania@asmepec.it,00297970790,88040
079108,http://comune.sanfloro.cz.it,ragioneria.sanfloro@asmepec.it,80001780792,88021
079110,http://comunedisanmangodaquino.it,p.vaccaro@pec.comunedisanmangodaquino.it,00298010794,88040
079114,http://comune.sanpietroamaida.cz.it,protocollo.sanpietroamaida@asmepec.it,00296600794,88025
079115,http://comune.sanpietroapostolo.cz.it,sindacocomunesanpietroapostolo@asmepec.it,00296580798,88040
079116,http://comune.sansostene.cz.it,prot.sansostene@asmepec.it,00342150794,88060
079117,http://comune.santacaterinadelloionio.cz.it,protocollo.santacaterinadelloionio@asmepec.it,00245050794,88060
079118,http://santandrea.gov.it,protocollo@pec.comunesantandrea.it,00356330795,88060
079122,http://comune.sanvitosulloionio.cz.it,elettorale.sanvitosulloionio@asmepec.it,00297870792,88067
079123,http://comune.satriano.cz.it,protocollo.satriano@asmepec.it,00298190794,88060
079126,http://comune.sellia.cz.it,sgrodomenico@asmepec.it,00311650790,88050
079127,http://comune.selliamarina.cz.it,protocollo.selliamarina@asmepec.it,00360710792,88050
079129,http://comune.serrastretta.cz.it,segretario.serrastretta@asmepec.it,82006340796,88040
079130,http://comune.sersale.cz.it,serviziofinanziario.sersale@asmepec.it,00300810793,88054
079131,http://comune.settingiano.cz.gov.it,protocollo.settingiano@asmepec.it,00323390799,88040
079133,http://comune.simericrichi.cz.it,spunsimericrichi@asmepec.it,00296790793,88050
079134,http://comune.sorbosanbasile.cz.it,tecnico.sorbosanbasile@asmepec.it,00347860793,88050
079137,http://comune.soverato.cz.it,COMUNESOVERATO@ASMEPEC.IT,84000610794,88068
079138,http://soveria.it,protocollo@pec.soveria.it,00297290793,88049
079139,http://comune.soveriasimeri.cz.it,areaamministrativa.soveriasimeri@asmepec.it,00296920796,88050
079142,http://comunesquillace.cz.it,affarigenerali@comune.squillace.cz.it,00182160796,88069
079143,http://comune.staletti.cz.it,protocollo.staletti@asmepec.it,00168290799,88069
079146,http://comune.taverna.cz.it,protocollo.taverna@asmepec.it,00108070798,88055
079147,http://comune.tiriolo.cz.it/,protocollo.tiriolo@asmepec.it,00297960791,88056
079148,http://comune.torrediruggiero.cz.it,areademograficatorrediruggiero@asmepec.it,00297730798,88060
079151,http://comune.vallefiorita.cz.it,ragioneria.vallefiorita@asmepec.it,00196790794,88050
079157,http://comune.zagarise.cz.it,sindaco.zagarise@asmepec.it,00282020791,88050
079160,http://comune.lamezia-terme.cz.it,protocollo@pec.comunelameziaterme.it,00301390795,88046
080001,http://comune.africo.rc.it,protocollo.africo@asmepec.it,81000830802,89030
080002,http://agnanacalabra.asmenet.it/,sindaco.agnana@asmepec.it,81000610808,89040
080003,http://comune.anoia.rc.it,protocollo.anoia@asmepec.it,00263400806,89020
080004,http://comuneantonimina.it,rag.antonimina@asmepec.it,81000170803,89040
080005,http://comune.ardore.rc.it,tributi.ardore@asmepec.it,81000590802,89031
080006,http://comune.bagaladi.rc.it,comune.bagaladi@asmepec.it,00283390805,89060
080007,http://comunebagnara.it,protocollo@pec.comunebagnara.it,80002470807,89011
080008,http://comune.benestare.rc.it,uff.protocollo.benestare@asmepec.it,81000530808,89030
080009,http://comune.bianco.rc.it,protocollo.comunebianco.rc@asmepec.it,81000770800,89032
080010,http://comunebivongi.it,amministrativocomunebivongi@pec.it,81000470807,89040
080011,http://comune.bova.rc.it,comunedibova@pec-cert.it,80002510800,89033
080012,http://comune.bovalino.rc.it,segreteria.bovalino@asmepec.it,81000710806,89034
080013,http://comune.bovamarina.rc.it,protocollo.bovamarina@asmepec.it,00277760807,89035
080014,http://comune.brancaleone.rc.it,comunebrancaleone@asmepec.it,81001870807,89036
080015,http://comune.bruzzanozeffirio.rc.it,amministrativo.bruzzanozeffirio@asmepec.it,81001670801,89030
080016,http://comune.busso.cb.it,ragioneria.calanna@asmepec.it,00256490806,89050
080017,http://comune.camini.rc.it,protocollo.camini@asmepec.it,81000690800,89040
080018,http://comune.campocalabro.rc.it,amministrativo.campocalabro@asmepec.it,00250760808,89052
080019,http://comune.candidoni.rc.it,comune.candidoni@asmepec.it,00253000806,89020
080020,http://comune.canolo.rc.it,protocollocanolo@asmepec.it,81001710805,89040
080021,http://comune.caraffadelbianco.rc.it,comunecaraffadelbianco@asmepec.it,81001190800,89030
080022,http://comune.cardeto.rc.it,finanziario.cardeto@asmepec.it,80009020803,89060
080023,http://comune.careri.rc.it,sindaco.careri@asmepec.it,81000730804,89030
080024,http://comunecasignana.rc.it/,protocollo.casignana@asmepec.it,81001110808,89030
080025,http://comune.caulonia.rc.it,protocollo.caulonia@asmepec.it,00890760804,89041
080026,http://comune.cimina.rc.it,comunecimina@asmepec.it,81001890805,89040
080027,http://comune.cinquefrondi.rc.it,protocollo@pec.comune.cinquefrondi.rc.it,00008010803,89021
080028,http://comune.cittanova.rc.it,protocollo.cittanova@asmepec.it,00267230803,89022
080029,http://comune.condofuri.rc.it,protocollo.condofuri@asmepec.it,00162630800,89030
080030,http://comune.cosoleto.rc.it,amministrativo.cosoleto@asmepec.it,01234470803,89050
080031,http://comune.delianuova.rc.it,comune.delianuova@asmepec.it,82000470805,89012
080032,http://comune.feroletodellachiesa.rc.it,protocollo.feroletodellachiesa@asmepec.it,82001390804,89050
080033,http://comune.ferruzzano.rc.it,comune.ferruzzano@asmepec.it,81001930809,89030
080034,http://comune.fiumara.rc.it,reitanocomunefiumara@asmepec.it,80003310804,89050
080035,http://comune.galatro.rc.it,comgalatro.protocollo@pec.it,00256700808,89054
080036,http://comune.gerace.rc.it,comunedigerace@postecert.it,81002190809,89040
080037,http://comune.giffone.rc.it,protocollo.comune.giffone@asmepec.it,00251040804,89020
080038,http://comune.gioiatauro.rc.it,protocollogioiatauro@asmepec.it,00137710802,89013
080039,http://comune.gioiosaionica.rc.it,affarigenerali.gioiosa@asmepec.it,81000930800,89042
080040,http://comune.grotteria.rc.it/,PROTOCOLLO.GROTTERIA@asmepec.it,00282690809,89043
080041,http://comune.laganadi.rc.it,PROTOCOLLO.LAGANADI@ASMEPEC.IT,00710510801,89050
080042,http://comune.laureanadiborrello.rc.it/,protocollo.laureanadiborrello@asmepec.it,94000460801,89023
080043,http://comune.locri.rc.it,ufficioprotocollo.comunelocri@asmepec.it,81000410803,89044
080044,http://comune.mammola.rc.it,sindaco.mammola@asmepec.it,00221370802,89045
080045,http://comune.marinadigioiosaionica.rc.gov.it,protocollo.marinadigioiosa@asmepec.it,00282520808,89046
080046,http://comune.maropati.rc.it,protocollo.maropati@asmepec.it,82000870806,89020
080047,http://comune.martone.rc.it,ufficioprotocollo.martone@asmepec.it,00217520808,89040
080048,http://comune.melicucca.rc.it,protocollo@pec.comune.melicucca.rc.it,82001270808,89020
080049,http://comune.melicucco.rc.it,areafinanziaria.melicucco@asmepec.it,00217530807,89020
080050,http://comune.melitodiportosalvo.rc.it/hh/index.php,s.comunedimelitodiportosalvo@apogeopec.it,00281270801,89063
080051,http://comune.molochio.rc.it,protocollo.molochio@asmepec.it,82000990802,89010
080052,http://comune.monasterace.rc.it,protocollo.monasterace@asmepec.it,81001650803,89040
080053,http://comune.montebellojonico.rc.it,protocollo.montebello@asmepec.it,00710360801,89064
080054,http://comunemottasg.it,protocollo@pec.comunemottasg.it,00285810800,89065
080055,http://comune.oppidomamertina.rc.it,protocollo.oppidomamertina@asmepec.it,00134970805,89014
080056,http://comune.palizzi.rc.it/,protocollo.palizzi@asmepec.it,81000970806,89038
080057,http://comune.palmi.rc.it,protocollo.palmi@asmepec.it,82000650802,89015
080058,http://comune.pazzano.rc.it,protocollo@pec.comune.pazzano.rc.it,81001230804,89040
080059,http://comune.placanica.rc.it,protocollo.placanica@asmepec.it,81000870808,89040
080060,http://comune.plati.rc.it,uff.protocollo.plati@asmepec.it,81002790806,89039
