pro_com_t,pec
068021,comune.loretoaprutino@pec.it
068022,comunemanoppelloprotocollo@legalmail.it
068023,finanziariomontebello@pec.it
068024,INFO@PEC.AZIENDASOCIALE.IT
068025,protocollo@pec.comunedimoscufo.it
068026,protocollo@pec.comune.nocciano.pe.it
068027,protocollo@pec.comune.penne.pe.it
068028,protocollo@pec.comune.pescara.it
068029,sindaco@pec.comune.pescosansonesco.pe.it
068030,protocollo@pec.comune.pianella.pe.it
068031,comunepicciano@legalmail.it
068032,pietranico@pec.pescarainnova.it
068033,segreteria.popoli@viapec.net
068034,COMUNE.ROCCAMORICE@PEC.BUFFETTI.IT
068035,ragioneria.comunedirosciano@pec.it
068036,ragioneria@pec.comune.salle.pe.it
068037,info@pec.comune.santeufemiaamaiella.pe.it
068038,info@pec.comune.sanvalentino.pe.it
068039,protocollo@pec.comune.scafa.pe.it
068040,serramonacesca@pec.pescarainnova.it
068041,protocollo@pec.comune.spoltore.pe.it
068042,comune.toccodacasauria@pec.arc.it
068043,comunetorredepasseri@omnibuspec.net
068044,comuneturrivalignani.suap@legalmail.it
068045,info@pec.comune.vicoli.pe.it
068046,info@pec.comune.villaceliera.pe.it
069001,protocollo@pec.comune.altino.ch.it
069002,sindaco.comunediarchi@pec.net
069003,protocollo.ari@pec.it
069004,comunearielli.ragioneria@servercertificato.it
069005,comunediatessa@pec.it
069006,comunedibomba@pec.it
069007,municipioborrello@postecert.it
069008,protocollo@pec.comune.bucchianico.ch.gov.it
069009,comunemontebellosulsangro@emailcertificatapec.it
069010,comunecanosa@pec.comunecanosasannita.it
069011,comune.carpinetosinello@pec.it
069012,demografici.carunchio@legalmail.it
069013,sindaco.casacanditella@pec.it
069014,comunedicasalanguida@legalmail.it
069015,protocollo.comunecasalbordino@legalmail.it
069016,comunecasalincontrada@postecert.it
069017,comune.casoli.ch@halleycert.it
069018,protocollo@pec.comunedicastelfrentano.it
069019,comunedicastelguidone@pec.it
069020,servizigenerali@comunecastiglionemessermarino.legalmailpa.it
069021,comune@pec.celenzasultrigno.com
069022,protocollo@pec.comune.chieti.it
069023,comunecivitaluparella@pec.it
069024,uff.ragioneria@pec.civitellamesserraimondo.net
069025,comune.colledimacine@pec.it
069026,comunecolledimezzo@pec.it
069027,comune.crecchio.ch@legalmail.it
069028,areaeconomico_finanziaria@pec.comunedicupello.it
069029,comunedogliola@legalmail.it
069030,pec@pec.comuneffp.it
069031,comune.farasanmartino@halleycert.it
069032,filetto@pec.comune.filetto.ch.it
069033,comune@pec.fossacesia.org
069034,comune.fraine.ch@legalmail.it
069035,protocollo@pec.comune.francavilla.ch.it
069036,servizifinanziari.comunefresagrandinaria@legalmail.it
069037,protocollo@pec.comune.frisa.ch.it
069038,comune.furci@pec.it
069039,comune.gamberale@pec.it
069040,prot@pec.comune.gessopalena.ch.it
069041,comune.gissi@legalmail.it
069042,comune.giulianoteatino@pec.it
069043,comune.guardiagrele@pec.it
069044,comune.guilmi@pec.it
069045,comunelamadeipeligni@pec.it
069046,comune.lanciano.chieti@legalmail.it
069047,comunelentella@legalmail.it
069048,comune.lettopalena@legalmail.it
069049,comunediliscia@legalmail.it
069050,miglianico@pec.it
069051,montazzoli@raccomandata.eu
069052,comune.monteferrante@pec.it
069053,comunemontelapiano@pec.it
069054,comune.montenerodomo.ch@halleycert.it
069055,servizifinanziari@comunemonteodorisio.legalmail.it
069056,comune.mozzagrogna@legalmail.it
069057,info@pec.comune.orsogna.chieti.it
069058,protocollo@pec.comuneortona.ch.it
069059,protocollo@pec.comune.paglieta.ch.it
069060,comunedipalena@pec.it
069061,comune.palmoli@pec.it
069062,comunepalombaro@servercertificato.it
069063,servizidemografici@legalmail.it
069064,comune.pennapiedimonte@pec.it
069065,info@pec.comune.perano.ch.it
069066,pizzoferrato.ragioneria@legalmail.it
069067,info@pec.comune.poggiofiorito.ch.it
069068,comunedipollutri@legalmail.it
069069,comunepretoro@pec.it
069070,casella@pec.comune.quadri.ch.it
069071,comunedirapino@pec.it
069072,comune.ripateatina.ch@pec.it
069073,protocollo@pec.comune.roccamontepiano.ch.it
069074,comune.roccasangiovanni@pec.it
069075,pec@comuneroccascalegna.it
069076,comune@pec.comuneroccaspinalveti.it
069077,comuneroio@pec.mediosangro.it
069078,rosello.comune@larpec.com
069079,comune.sanbuono@legalmail.it
069080,comune.sangiovannilipioni.ragioneria@legalmail.it
069081,comunesgt@pec.it
069082,protocollo@pec.sanmartinosm.it
069083,serviziofinanziario@comunesansalvo.legalmail.it
069084,comune.smimbaro@legalmail.it
069085,comune.santeusaniodelsangro@legalmailpa.it
069086,protocollosanvitochietino@pec.it
069087,protocollo@comunediscerni.legalmail.it
069088,servizigenerali@comuneschiavidiabruzzo.legalmailpa.it
069089,protocollo@pec.comune.tarantapeligna.ch.it
069090,comune.tollo@legalmail.it
069091,protocollo@comunetorinodisangro.legalmail.it
069092,protocollo@pec.comune.tornareccio.ch.it
069093,comune.torrebruna@pec.it
069094,info@pec.comunetorrevecchiateatina.it
069095,protocollo@pec.comune.torricellapeligna.ch.it
069096,treglio@legalmail.it
069097,comune.tufillo.anagrafe@legalmail.it
069098,comune.vacri.ch@legalmail.it
069099,comune.vasto@legalmail.it
069100,comunevillalfonsina@postecert.it
069101,anagrafe@pec.comunedivillamagna.it
069102,comune@pec.villasantamaria.eu
069103,comune.pietraferrazzana@pec.it
069104,anagrafe.fallo@legalmail.it
070001,comune.acquavivacollecrocecb@legalmail.it
070002,comune.baranellocb@legalmail.it
070003,protocollo@pec.comune.bojano.cb.it
070004,comune.bonefrocb@legalmail.it
070005,comune.bussocb@legalmail.it
070006,comune.campobasso.protocollo@pec.it
070007,comune.campochiarocb@legalmail.it
070008,comune.campodipietracb@legalmail.it
070009,comune.campolietocb@legalmail.it
070010,urp@pec.comunecampomarino.it
070011,info.casacalenda@pec.it
070012,comune.casalciprano@pec.it
070013,comune.castelbottacciocb@legalmail.it
070014,comune.castellinodelbifernocb@legalmail.it
070015,comune.castelmauro@pec.leonet.it
070016,comune.castropignano@pec.it
070017,comune.cercemaggiorecb@legalmail.it
070018,comune.cercepiccolacb@legalmail.it
070019,comune.civitacampomaranocb@legalmail.it
070020,comune.colledanchisecb@legalmail.it
070021,comunecolletorto@postecert.it
070022,duroniacomune@postecert.it
070023,comune.ferrazzanocb@legalmail.it
070024,comune.fossaltocb@legalmail.it
070025,comunegambatesa@pec.leonet.it
070026,comune.gildonecb@legalmail.it
070027,comune.guardialfieracb@legalmail.it
070028,comune.guardiaregiacb@legalmail.it
070029,protocollo@pec.comune.guglionesi.cb.it
070030,ragioneria@pec.comune.jelsi.cb.it
070031,comune.larinocb@legalmail.it
070032,comunelimosano.cb@postecert.it
070033,comunelucito.utc@legalmail.it
070034,comune.luparacb@legalmail.it
070035,comune.macchiavalfortorecb@legalmail.it
070036,comune.mafaldacb@legalmail.it
070037,comune.matricecb@legalmail.it
070038,comune.mirabellosanniticocb@legalmail.it
070039,comune.molisecb@legalmail.it
070040,comunedimonacilioni@pec-leonet.it
070041,comune.montaganocb@pec.it
070042,comune.montecilfonecb@legalmail.it
070043,comune.montefalconenelsannio@pec.leonet.it
070044,comune.montelongocb@legalmail.it
070045,montemitrocomune@pec.it
070046,comune.montenerodibisacciacb@legalmail.it
070047,comune.montorioneifrentanicb@legalmail.it
070048,comune.morronedelsanniocb@legalmail.it
070049,comune.oratinocb@legalmail.it
070050,comunedipalata@pec-leonet.it
070051,comunedipetacciato@pec-leonet.it
070052,comune.petrellatifernina@pec.it
070053,comune.pietracatella@pec.it
070054,comunedipietracupa@pec.it
070055,comune.portocannonecb@legalmail.it
070056,comune.provvidenticb@legalmail.it
070057,comune.ricciacb@legalmail.it
070058,amministrazione@pec.comuneripabottoni.it
070059,comune.ripalimosanicb@legalmail.it
070060,comune.roccavivaracb@legalmail.it
070061,comunerotello-cb@pec.leonet.it
070062,postmaster@pec.comunedisalcito.it
070063,comunesanbiase.cb@postecert.it
070064,protocollo@pec.sanfelicedelmolise.gov.it
070065,comune.sangiacomo@pec.it
070066,comunesangiovanniingaldo@pec.leonet.it
070067,ufficioprotocollo@pec.comune.sangiulianodelsannio.cb.it
070068,sangiulianodipuglia@pec.leonet.it
070069,comune.sanmartinoinpensiliscb@legalmail.it
070070,comune.sanmassimo@pec.it
070071,comune.sanpolomatesecb@legalmail.it
070072,santacrocedimagliano@halleycert.it
070073,comune.santangelolimosano@pec.leonet.it
070074,comune.santeliaapianisi@legalmail.it
070075,protocollo@pec.comune.sepino.cb.it
070076,ufficiotecnicospinete@pec.leonet.it
070077,comune.tavennacb@legalmail.it
070078,protocollo@pec.comune.termoli.cb.it
070079,comune.torelladelsanniocb@legalmail.it
070080,comune.torocb@legalmail.it
070081,protocollo.trivento@pec.it
070082,comunetufara@pec.leonet.it
070083,comunediururi@comunediururi.postecert.it
070084,comune.vinchiaturo@pec.it
071001,protocollo@pec.comune.accadia.fg.it
071002,protocollo.comune.alberona@pec.net
071003,PROTOCOLLO@PEC.COMUNE.ANZANODIPUGLIA.FG.IT
071004,protocollo@pec-apricena.com
071005,protocollo.ascolisatriano@pec.leonet.it
071006,comune@pec.comune.biccari.fg.it
071007,comune.bovino.fg@halleycert.it
071008,protocollo.comunecagnanovarano@pec.it
071009,comune.candela.fg@halleycert.it
071010,protocollo@pec.comune.carapelle.fg.it
071011,segreteria@pec.comune.carlantino.fg.it
071012,info@pec.comunecarpino.it
071013,ufficioprotocollo.casalnuovomonterotaro@pec.leonet.it
071014,protocollo@pec.comune.casalvecchiodipuglia.fg.it
071015,comune@pec.comune.castellucciodeisauri.fg.it
071016,affarigenerali.castellucciovm@cittaconnessa.it
071017,comune.castelnuovodelladaunia.fg@halleycert.it
071018,protocollo@pec.comune.celenzavalfortore.fg.it
071019,protocollo@pec.comune.celledisanvito.fg.it
071020,protocollo.comune.cerignola@pec.rupar.puglia.it
071021,segreteria.chieuti@pec.it
071022,protocollo.comune.deliceto@cittaconnessa.it
071023,comune@pec.comune.faeto.fg.it
071024,urp@cert.comune.foggia.it
071025,protocollo@pec.comune.ischitella.fg.it
071026,anagrafetremiti@pec.it
071027,comunelesina@pec.it
071028,comune.lucera@anutel.it
071029,protocollo@comunemanfredonia.legalmail.it
071031,comunemattinata@pec.it
071032,comune.monteleonedipuglia.fg@anutel.it
071033,protocollo@montesantangelo.it
071034,protocollo@pec.comune.mottamontecorvino.fg.it
071035,finanziario@pec.comune.orsaradipuglia.fg.it
071036,protocollo.ortanova@pec.it
071037,affarigenerali@pec.comune.panni.fg.it
071038,protocollo.comunepeschici@pec.it
071039,protocollo@pec.comune.pietramontecorvino.fg.it
071040,segreteria.poggioimperiale@pec.it
071041,comune.rignanogarganico.fg@pec.rupar.puglia.it
071042,protocollocomune.rocchettasantantonio.fg@pec.leonet.it
071043,protocollo@pec.comune.rodigarganico.fg.it
071044,ufficioragioneria@pec.roseto-valfortore.it
071046,protocollo.sangiovannirotondo@pec.it
071047,protocollo@pec.comune.sanmarcoinlamis.fg.it
071048,demografico@pec.comune.sanmarcolacatola.fg.it
071049,protocollo.sannicandrog@cittaconnessa.it
071050,protocollo@pec.comune.sanpaolodicivitate.fg.it
071051,protocollo@pec.comune.san-severo.fg.it
071052,comune.santagatadipuglia.fg@halleycert.it
071053,segreteria_protocollo.serracapriola@pec.it
071054,ragioneria-tributi@pec.comune.stornara.fg.it
071055,comunedistornarella@legpec.it
071056,uffcom.torremaggiore@legalmail.it
071058,protocollo@pec.comune.troia.fg.it
071059,vicodelgargano@postecert.it
071060,protocollo@pec.comune.vieste.fg.it
071061,finanziario@pec.comune.volturaraappula.fg.it
071062,protocollo@pec.comune.volturino.fg.it
071063,comune@pec.comune.ordona.fg.it
071064,info.comune.zapponeta@pec.rupar.puglia.it
072001,protocollo.comuneacquaviva@pec.it
072002,protocollo.adelfia@pec.rupar.puglia.it
072003,protocollo@mailcert.comune.alberobello.ba.it
072004,protocollo.generale@pec.comune.altamura.ba.it
072006,archiviogenerale.comunebari@pec.rupar.puglia.it
072008,comunedibinetto@pec.it
072010,protocollo.bitetto@pec.egovba.it
072011,protocollo.comunebitonto@pec.rupar.puglia.it
072012,affarigenerali@pec.comune.bitritto.ba.it
072014,protocollo.capurso@pec.it
072015,comune.casamassima@pec.it
072016,comunecassanodellemurge.ba@pec.rupar.puglia.it
072017,protocollo@mailcert.comune.castellanagrotte.ba.it
072018,protocollo.comune.cellamare.ba@pec.rupar.puglia.it
072019,protocollogenerale.comune.conversano.ba@pec.rupar.puglia.it
072020,protocollo@pec.comune.corato.ba.it
072021,protocollogenerale.gioiadelcolle@pec.rupar.puglia.it
072022,protocollo@pec.comune.giovinazzo.ba.it
072023,protocollo.gravinainpuglia@pec.rupar.puglia.it
072024,areaamministrativa@pec.comune.grumoappula.ba.it
072025,protocollo.comune.locorotondo@pec.rupar.puglia.it
072027,sindaco.comune.modugno@pec.rupar.puglia.it
072028,comune.moladibari@pec.rupar.puglia.it
072029,protocollo@cert.comune.molfetta.ba.it
072030,comune@pec.comune.monopoli.ba.it
072031,ufficioaffarigenerali.comune.noci@pec.rupar.puglia.it
072032,comune.noicattaro@pec.rupar.puglia.it
072033,protocollo.palodelcolle@pec.rupar.puglia.it
072034,poggiorsini@pec.it
072035,comune.polignano@anutel.it
072036,protocollo@cert.comune.putignano.ba.it
072037,tetro.michele@cert.comune.rutigliano.ba.it
072038,comuneruvodipuglia@postecert.it
072039,protocollo.sammichele@pec.egovba.it
072040,llpp.comunesannicandrodibari@pec.rupar.puglia.it
072041,protocollo@pec.comune.santeramo.ba.it
072043,protocollo@pec.comune.terlizzi.ba.it
072044,fatt_elettronica.comune.toritto@pec.rupar.puglia.it
072046,protocollo@pec.comune.triggiano.ba.it
072047,protocollo.comuneturi@pec.rupar.puglia.it
072048,protocollo.comunevalenzano@pec.rupar.puglia.it
073001,finanza.comune.avetrana@pec.rupar.puglia.it
073002,comune.carosino@legalmail.it
073003,comunecastellanetaprotocollo@postecert.it
073004,protocollo.comune.crispiano@pec.rupar.puglia.it
073005,ragioneria.comunefaggiano@pec.rupar.puglia.it
073006,protocollo.comune.fragagnano.ta@pec.it
073007,comune.ginosa@pec.rupar.puglia.it
073008,comunegrottaglie@pec.rupar.puglia.it
073009,comunelaterza@pec.rupar.puglia.it
073010,protocollo.comuneleporano@postecert.it
073011,protocollo.comunelizzano.ta@pec.rupar.puglia.it
073012,protocollo.manduria@pec.rupar.puglia.it
073013,protocollo.comunemartinafranca@pec.rupar.puglia.it
073014,protocollo.comune.maruggio@pec.rupar.puglia.it
073015,protocollo@pec.comunedimassafra.it
073016,protocollo.comune.monteiasi@pec.rupar.puglia.it
073017,sindaco.comunemontemesola@pec.rupar.puglia.it
073018,statocivile.comune.monteparano@pec.rupar.puglia.it
073019,protocollo@pec.comune.mottola.ta.it
073020,comune.palagianello.ta.it@pec.it
073021,comunepalagiano.aagg@postecert.it
073022,protocollo@mailcert.comune.pulsano.ta.it
073023,protocollo.comuneroccaforzata@pec.rupar.puglia.it
073024,segreteria@pec.comunesangiorgioionico.it
073025,protocollo@pec.sanmarzano-ta.gov.it
073026,comune.sava@pec.rupar.puglia.it
073027,protocollo.comunetaranto@pec.rupar.puglia.it
073028,info@pec.comune.torricella.ta.it
073029,comunestatte@pec.rupar.puglia.it
074001,ufficioprotocollo@pec.comune.brindisi.it
074002,protocollo.comune.carovigno@pec.rupar.puglia.it
074003,suap.comune.cegliemessapica@pec.rupar.puglia.it
074004,protocollo.comune.cellinosanmarco@pec.rupar.puglia.it
074005,comune@pec.comune.cisternino.br.it
074006,protocollo.comune.erchie@pec.rupar.puglia.it
074007,comunefasano@pec.rupar.puglia.it
074008,comune.francavillafontana@pec.it
074009,segreteria@pec.comune.latiano.br.it
074010,info@pec.comune.mesagne.br.it
074011,protocollo.comune.oria@pec.rupar.puglia.it
074012,protocollo@cert.comune.ostuni.br.it
074013,info@pec.sandonaci.net
074014,segreteria.comune.sanmichelesal.br@pec.rupar.puglia.it
074015,protocollo.comunesanpancraziosalentino@pec.rupar.puglia.it
074016,protocollo@pec.spv.br.it
074017,comunesanvitodeinormanni@pec.rupar.puglia.it
074018,protocollo@pec.comune.torchiarolo.br.it
074019,protocollo.comune.torresantasusanna@pec.rupar.puglia.it
074020,comune.villacastelli@pec.rupar.puglia.it
075002,comune.alessano.le@pec.rupar.puglia.it
075003,protocollo.comune.alezio@pec.rupar.puglia.it
075004,protocollo.comune.alliste@pec.rupar.puglia.it
075005,protocollo.comune.andrano@pec.it
075006,protocollo.comune.aradeo@pec.rupar.puglia.it
075007,protocollo.comunearnesano@pec.rupar.puglia.it
075008,segreteria.bagnolodelsalento@pec.rupar.puglia.it
075009,protocollo.comune.botrugno@pec.rupar.puglia.it
075010,protocollocalimera@pec.rupar.puglia.it
075011,protocollo.comune.campisalentina@pec.rupar.puglia.it
075012,protocollo.comune.cannole@pec.rupar.puglia.it
075013,uff_tecnico.comune.caprarica.le@pec.rupar.puglia.it
075014,protocollo.comunecarmiano@pec.rupar.puglia.it
075015,protocollo.comune.carpignanosalentino@pec.rupar.puglia.it
075016,comune.casarano.le@pec.rupar.puglia.it
075017,comunecastridilecce@pec.rupar.puglia.it
075018,segreteria.castrignano.greci@pec.rupar.puglia.it
075019,protocollo.castrignanodelcapo@pec.rupar.puglia.it
075020,protocollo.comune.cavallino@pec.rupar.puglia.it
075021,protocollo.comune.collepasso@pec.rupar.puglia.it
075022,comunecopertino@pec.rupar.puglia.it
075023,ambiente.edilizia.corigliano.le@pec.rupar.puglia.it
075024,comune.corsano@pec.rupar.puglia.it
075025,protocollo.comune.cursi.le@pec.rupar.puglia.it
075026,protocollo.comune.cutrofiano@pec.rupar.puglia.it
075027,segreteria.comune.diso@pec.rupar.puglia.it
075028,protocollo.gaglianodelcapo@pec.rupar.puglia.it
075029,protocollo@cert.comune.galatina.le.it
075030,protocollo.comune.galatone@pec.rupar.puglia.it
075031,protocollo.comunegallipoli@pec.rupar.puglia.it
075032,segreteria.comune.giuggianello@pec.rupar.puglia.it
075033,protocollo.comune.giurdignano.le@pec.rupar.puglia.it
075034,protocollo.comuneguagnano@pec.rupar.puglia.it
075035,protocollo@pec.comune.lecce.it
075036,protocollo@pec.comune.lequile.le.it
075037,protocollo.comune.leverano@pec.rupar.puglia.it
075038,protocollo.lizzanello@pec.rupar.puglia.it
075039,protocollo.comunemaglie@pec.rupar.puglia.it
075040,comune.martano@pec.rupar.puglia.it
075041,protocollo.martignano@pec.rupar.puglia.it
075042,comunematino@pec.rupar.puglia.it
075043,comune.melendugno@legalmail.it
075044,prot.comunemelissano@pec.rupar.puglia.it
075045,ufficiosegreteria.comune.melpignano@pec.rupar.puglia.it
075046,ufficioprotocollomiggiano@pec.rupar.puglia.it
075047,protocollo.comuneminervino.le@pec.rupar.puglia.it
075048,protocollogenerale.comune.monteroni@pec.rupar.puglia.it
075049,protocollo.comune.montesanosalentino@pec.rupar.puglia.it
075050,sindaco.morcianodileuca.le@pec.rupar.puglia.it
075051,protocollo.muro@pec.rupar.puglia.it
075052,protocollo@pecnardo.it
075053,protocolloneviano@pec.rupar.puglia.it
075054,protocollo.comune.nociglia@pec.rupar.puglia.it
075055,protocollo.comune.novoli@pec.rupar.puglia.it
075056,sindaco.comune.ortelle@pec.rupar.puglia.it
075057,protocollo.comune.otranto@pec.rupar.puglia.it
075058,comunepalmariggi@pec.rupar.puglia.it
075059,info.comune.parabita@pec.rupar.puglia.it
075060,comune.patu.le@pec.rupar.puglia.it
075061,protocollo.comune.poggiardo@pec.rupar.puglia.it
075063,serviziofinanziario.comune.racale@pec.rupar.puglia.it
075064,segreteria.comune.ruffano@pec.rupar.puglia.it
075065,protocollo.comunesalicesalentino@pec.rupar.puglia.it
075066,comunedisalve@pec.rupar.puglia.it
075067,protocollo.comune.sanarica@pec.rupar.puglia.it
075068,protocollo.comune.sancesariodilecce@pec.rupar.puglia.it
075069,comunesandonatodilecce@pec.rupar.puglia.it
075070,protocollo.sannicola.le@pec.rupar.puglia.it
075071,comunesanpietroinlama@pec.rupar.puglia.it
075072,protocollo.comune.santacesareaterme@pec.rupar.puglia.it
075073,ufficioprotocollo.comune.scorrano@pec.rupar.puglia.it
075074,protocollo.comune.secli@pec.rupar.puglia.it
075075,protocollo.comune.soglianocavour@pec.it
075076,protocollo.comune.soleto@pec.rupar.puglia.it
075077,protocollo.comune.specchia.le@pec.rupar.puglia.it
075078,protocollospongano@pec.rupar.puglia.it
075079,comunesquinzano@pec.rupar.puglia.it
075080,protocollo.comune.sternatia@pec.rupar.puglia.it
075081,segreteria.comune.supersano@pec.rupar.puglia.it
075082,protocollo@pec.comunesurano.it
075083,comunesurbo@pec.it
075084,comune.taurisano.le@pec.rupar.puglia.it
075085,protocollo.comune.taviano@pec.rupar.puglia.it
075086,info.comune.tiggiano@pec.rupar.puglia.it
075087,protocollo.comunetrepuzzi@pec.rupar.puglia.it
075088,protocollo.comune.tricase@pec.rupar.puglia.it
075089,protocollo.tuglie@pec.rupar.puglia.it
075090,protocollo.comune.ugento@pec.rupar.puglia.it
075091,ufficioprotocollo.uggianolachiesa.le@pec.rupar.puglia.it
075092,sindaco.comuneveglie@pec.rupar.puglia.it
075093,protocollo@pec.comunedivernole.it
075094,protocollo.comune.zollino@pec.rupar.puglia.it
075095,sindaco.comune.sancassiano@pec.rupar.puglia.it
075096,comune.castro@pec.regione.lombardia.it
075097,protocollo.comune.portocesareo@pec.rupar.puglia.it
075098,protocollo@cert.comune.presicceacquarica.le.it
076001,comune.abriola@cert.ruparbasilicata.it
076002,protocollo@pec.comune.acerenza.pz.it
076003,comune.albanodilucania@cert.ruparbasilicata.it
076004,comune.anzi@cert.ruparbasilicata.it
076005,comune.armento@cert.ruparbasilicata.it
076006,comune.atella.ag@pec.it
076007,comune.avigliano@cert.ruparbasilicata.it
076008,protocollo@pec.comune.balvano.pz.it
076009,comune.banzi@cert.ruparbasilicata.it
076010,comune.baragiano@cert.ruparbasilicata.it
076011,sindaco.comunebarile@pec.it
076012,protocollo@pec.comune.bella.pz.it
076013,protocollo@pec.comune.brienza.pz.it
076014,comune.brindisimontagna@pec.it
076015,comunecalvello@cert.ruparbasilicata.it
076016,comune.calvera@cert.ruparbasilicata.it
076017,comune.campomaggiore@cert.ruparbasilicata.it
076018,comune.cancellara@cert.ruparbasilicata.it
076019,protocollo@pec.comune.carbone.pz.it
076020,comune.sanpaoloalbanese@pec.it
076021,comune.castelgrande@cert.ruparbasilicata.it
076022,comune.castelluccioinferiore@pec.it
076023,COMUNE.CASTELLUCCIOSUP@CERT.RUPARBASILICATA.IT
076024,comune.castelmezzano.pz@legalmail.it
076025,protocollo@pec.comune.castelsaraceno.pz.it
076026,comune.castronuovo@pec.it
076027,comunecersosimo.pz@pec.it
076028,comune.chiaromonte@cert.ruparbasilicata.it
076029,comune.corleto@cert.ruparbasilicata.it
076030,protocollocomunepiscopia@pec.it
076031,protocollo@peccomunefardella.it
076032,comune.filiano@pec.it
076033,comune.forenza@cert.ruparbasilicata.it
076034,protocollo@francavillainsinni.gov.it
076035,protocollocomunegallicchio@pec.it
076036,comune.genzano@cert.ruparbasilicata.it
076037,comune.grumentonova@cert.ruparbasilicata.it
076038,comune.guardiaperticara.pz@cert.ruparbasilicata.it
076039,comune.lagonegro.pz@pec.it
076040,protocollo@pec.latronico.eu
076041,comunelaurenzana@cert.ruparbasilicata.it
076042,comune.lauria@cert.ruparbasilicata.it
076043,info@pec.comune.lavello.pz.it
076044,comune.maratea@cert.ruparbasilicata.it
076045,comune.marsiconuovo@cert.ruparbasilicata.it
076046,comune.marsicovetere@cert.ruparbasilicata.it
076047,anagrafe.maschito@cert.ruparbasilicata.it
076048,protocollo@pec.comunemelfi.it
076049,protocollomissanello@ebaspec.it
076050,protocollomoliterno@ebaspec.it
076051,comunemontemilone@cert.ruparbasilicata.it
076052,anagrafe.montemurro@pec.it
076053,comune@pec.murolucano.eu
076054,protocollonemoli@ebaspec.it
076055,comune.noepoli@cert.ruparbasilicata.it
076056,comuneoppidolucano.protocollo@pec.it
076057,comune.palazzo@cert.ruparbasilicata.it
076058,protocollo@pec.comune.pescopagano.pz.it
076059,protocollo@pec.comune.picerno.pz.it
076060,protocollo@pec.comune.pietragalla.pz.it
076061,comunepietrapertosa.protocollo@pec.it
076062,comune.pignola.protocollo@pec.it
076063,protocollo@pec.comune.potenza.it
076064,protocollo.comune.rapolla@pec.it
076065,anagrafe.comune.rapone@pec.it
076066,protocollo.rioneroinvulture@asmepec.it
076067,protocollo.generale.comune.ripacandida@pec.it
076068,protocollo@pec.comune.rivello.pz.it
076069,serv.aagg-demografici@pec.comuneroccanova.it
076070,protocollo@pec.comune.rotonda.pz.it
076071,comune.ruoti@ruoti.gov.it
076072,demografici.ruvodelmonte@cert.ruparbasilicata.it
076073,comune.sanchiriconuovo@cert.ruparbasilicata.it
076074,comunesanchiricoraparo@cert.ruparbasilicata.it
076075,comunesancostantinoalbanese@pec.it
076076,comune.sanfele@cert.ruparbasilicata.it
076077,comune.sanmartinodagri@cert.ruparbasilicata.it
076078,comune.sanseverinolucano.pz@pec.it
076079,comune.santangelolefratte@cert.ruparbasilicata.it
076080,protocollosantarcangelo@ebaspec.it
076081,comune.sarconi@cert.ruparbasilicata.it
076082,protocollo@comunesassodicastalda.gov.it
076083,comune.satriano.pz@pec.it
076084,comune.savoia@cert.ruparbasilicata.it
076085,protocollo@comune.senise.postecert.it
076086,comune.spinoso@cert.ruparbasilicata.it
076087,comune.teana@cert.ruparbasilicata.it
076088,comune@pec.comune.terranovadipollino.pz.it
076089,protocollo@pec.comune.tito.pz.it
076090,comunetolve@cert.ruparbasilicata.it
076091,comune.tramutola@cert.ruparbasilicata.it
076092,trecchina@pec.it
076093,ufficio.protocollo.comunetrivigno@pec.it
076094,comune.vaglio@cert.ruparbasilicata.it
076095,protocollo@pec.comune.venosa.pz.it
076096,protocollo@pec.comune.vietridipotenza.pz.it
076097,comune.viggianello.pz@pec.it
076098,protocolloviggiano@pec.it
076099,comune.ginestra@cert.ruparbasilicata.it
076100,comune.paterno@cert.ruparbasilicata.it
077001,comune.accettura@cert.ruparbasilicata.it
077002,protocolloaliano@pec.it
077003,comunebernalda@pcert.postecert.it
077004,ragioneria@pec.comune.calciano.mt.it
077005,protocollo@pec.comune.cirigliano.mt.it
077006,comune.colobraro@cert.ruparbasilicata.it
077007,info@pec.comune.craco.mt.it
077008,comune.ferrandina.mt@cert.ruparbasilicata.it
077009,comune.garaguso@cert.ruparbasilicata.it
077010,protocollo@pec.comune.gorgoglione.mt.it
077011,comune.grassano@pec.comune.grassano.mt.it
077012,comune.grottole@cert.ruparbasilicata.it
077013,comune.irsina@pec.comune.irsina.mt.it
077014,comune.matera@cert.ruparbasilicata.it
077015,comune.miglionico@cert.ruparbasilicata.it
077016,comune.montalbano@cert.ruparbasilicata.it
077017,servizifinanziari@pec.comune.montescaglioso.mt.it
077018,comune.novasiri@cert.ruparbasilicata.it
077019,protocollo@pec.comune.olivetolucano.mt.it
077020,comune.pisticci@cert.ruparbasilicata.it
077021,protocollo@pec.policoro.gov.it
077022,comune.pomarico@cert.ruparbasilicata.it
077023,protocollo@pec.comune.rotondella.mt.it
077024,comune.salandra@cert.ruparbasilicata.it
077025,comune.sangiorgiolucano@cert.ruparbasilicata.it
077026,comune.sanmauroforte.mt@pec.it
077027,comunestigliano@ebaspec.it
077028,protocollo@pec.comune.tricarico.mt.it
077029,comune.tursi@cert.ruparbasilicata.it
077030,comune.valsinni@cert.ruparbasilicata.it
077031,protocollo@pec.comune.scanzanojonico.mt.it
078001,sindaco.acquaformosa@asmepec.it
078002,protocollo.acquappesa@asmepec.it
078003,protocollo.acri@pec.it
